kegg_protein_id	uniprot_id
csh:Closa_2715	D9R5T7
csh:Closa_2716	D9R5T8
csh:Closa_2717	D9R5T9
csh:Closa_2718	D9R5U0
csh:Closa_2719	D9R5U1
csh:Closa_2720	D9R5U2
csh:Closa_2721	D9R5U3
csh:Closa_2722	D9R5U4
csh:Closa_2728	D9R5U5
csh:Closa_2729	D9R5U6
csh:Closa_2730	D9R5U7
csh:Closa_2731	D9R5U8
csh:Closa_2732	D9R5U9
csh:Closa_2734	D9R5V0
csh:Closa_2739	D9R5V1
csh:Closa_2740	D9R5V2
csh:Closa_2742	D9R5V3
csh:Closa_2743	D9R5V4
csh:Closa_2745	D9R5V5
csh:Closa_2746	D9R5V6
csh:Closa_2747	D9R5V7
csh:Closa_2748	D9R5V8
csh:Closa_2749	D9R5V9
csh:Closa_2750	D9R5W0
csh:Closa_2752	D9R5W1
csh:Closa_2753	D9R5W2
csh:Closa_2754	D9R5W3
csh:Closa_2755	D9R5W4
csh:Closa_2756	D9R5W5
csh:Closa_2757	D9R5W6
csh:Closa_2758	D9R5W7
csh:Closa_2759	D9R5W8
csh:Closa_2760	D9R5W9
csh:Closa_2761	D9R693
csh:Closa_2762	D9R694
csh:Closa_2763	D9R695
csh:Closa_2764	D9R696
csh:Closa_2765	D9R697
csh:Closa_2766	D9R698
csh:Closa_2767	D9R699
csh:Closa_2768	D9R6A0
csh:Closa_2769	D9R6A1
csh:Closa_2770	D9R6A2
csh:Closa_2771	D9R6A3
csh:Closa_2772	D9R6A4
csh:Closa_2773	D9R6A5
csh:Closa_2774	D9R6A6
csh:Closa_2775	D9R6A7
csh:Closa_2776	D9R6A8
csh:Closa_2777	D9R6A9
csh:Closa_2778	D9R6B0
csh:Closa_2779	D9R6B1
csh:Closa_2780	D9R6B2
csh:Closa_2781	D9R6B3
csh:Closa_2782	D9R6B4
csh:Closa_2783	D9R6B5
csh:Closa_2784	D9R6B6
csh:Closa_2785	D9R6B7
csh:Closa_2786	D9R6B8
csh:Closa_2787	D9R6B9
csh:Closa_2788	D9R6C0
csh:Closa_2789	D9R6C1
csh:Closa_2790	D9R6C2
csh:Closa_2791	D9R6C3
csh:Closa_2792	D9R6C4
csh:Closa_2793	D9R6C5
csh:Closa_2794	D9R6C6
csh:Closa_2795	D9R6C7
csh:Closa_2796	D9R6C8
csh:Closa_2797	D9R6C9
csh:Closa_2798	D9R6D0
csh:Closa_2799	D9R6D1
csh:Closa_2800	D9R6D2
csh:Closa_2801	D9R6D3
csh:Closa_2802	D9R6D4
csh:Closa_2803	D9R6D5
csh:Closa_2804	D9R6D6
csh:Closa_2805	D9R6D7
csh:Closa_2806	D9R6D8
csh:Closa_2807	D9R6D9
csh:Closa_2808	D9R6E0
csh:Closa_2809	D9R6E1
csh:Closa_2810	D9R6E2
csh:Closa_2811	D9R6E3
csh:Closa_2812	D9R6E4
csh:Closa_2813	D9R6E5
csh:Closa_2814	D9R6E6
csh:Closa_2815	D9R6E7
csh:Closa_2816	D9R6E8
csh:Closa_2817	D9R6E9
csh:Closa_2818	D9R6F0
csh:Closa_2819	D9R6F1
csh:Closa_2820	D9R6F2
csh:Closa_2821	D9R6F3
csh:Closa_2822	D9R6F4
csh:Closa_2823	D9R6F5
csh:Closa_2824	D9R6F6
csh:Closa_2825	D9R6F7
csh:Closa_2826	D9R6F8
csh:Closa_2827	D9R6F9
csh:Closa_2828	D9R6G0
csh:Closa_2829	D9R6G1
csh:Closa_2831	D9R6G2
csh:Closa_2832	D9R6G3
csh:Closa_2833	D9R6G4
csh:Closa_2834	D9R6G5
csh:Closa_2835	D9R6G6
csh:Closa_2836	D9R6G7
csh:Closa_2837	D9R6G8
csh:Closa_2838	D9R6G9
csh:Closa_2839	D9R6H0
csh:Closa_2840	D9R6H1
csh:Closa_2841	D9R6H2
csh:Closa_2842	D9R6H3
csh:Closa_2843	D9R6H4
csh:Closa_2844	D9R6H5
csh:Closa_2845	D9R6H6
csh:Closa_2846	D9R6H7
csh:Closa_2847	D9R6H8
csh:Closa_2848	D9R6H9
csh:Closa_2849	D9R6I0
csh:Closa_2850	D9R6I1
csh:Closa_2851	D9R6I2
csh:Closa_2852	D9R6I3
csh:Closa_2853	D9R6I4
csh:Closa_2854	D9R6I5
csh:Closa_2855	D9R6I6
csh:Closa_2856	D9R6I7
csh:Closa_2857	D9R6I8
csh:Closa_2859	D9R6I9
csh:Closa_2860	D9R6J0
csh:Closa_2861	D9R6J1
csh:Closa_2862	D9R6J2
csh:Closa_2863	D9R6J3
csh:Closa_2864	D9R6J4
csh:Closa_2865	D9R6J5
csh:Closa_2866	D9R6J6
csh:Closa_2867	D9R6J7
csh:Closa_2868	D9R6J8
csh:Closa_2869	D9R6J9
csh:Closa_2870	D9R6K0
csh:Closa_2871	D9R6K1
csh:Closa_2872	D9R6K2
csh:Closa_2873	D9R6K3
csh:Closa_2874	D9R6K4
csh:Closa_2875	D9R6K5
csh:Closa_2876	D9R6K6
csh:Closa_2877	D9R6K7
csh:Closa_2878	D9R6K8
csh:Closa_2880	D9R6K9
csh:Closa_2881	D9R6L0
csh:Closa_2883	D9R6L1
csh:Closa_2884	D9R6L2
csh:Closa_2885	D9R6L3
csh:Closa_2886	D9R6L4
csh:Closa_2887	D9R6L5
csh:Closa_2888	D9R6L6
csh:Closa_2889	D9R6L7
csh:Closa_2890	D9R6L8
csh:Closa_2891	D9R6L9
csh:Closa_2892	D9R6M0
csh:Closa_2893	D9R6Z9
csh:Closa_2894	D9R700
csh:Closa_2895	D9R701
csh:Closa_2896	D9R702
csh:Closa_2897	D9R703
csh:Closa_2898	D9R704
csh:Closa_2899	D9R705
csh:Closa_2900	D9R706
csh:Closa_2902	D9R707
csh:Closa_2903	D9R708
csh:Closa_2904	D9R709
csh:Closa_2906	D9R710
csh:Closa_2907	D9R711
csh:Closa_2908	D9R712
csh:Closa_2909	D9R713
csh:Closa_2910	D9R714
csh:Closa_2911	D9R715
csh:Closa_2912	D9R716
csh:Closa_2913	D9R717
csh:Closa_2914	D9R718
csh:Closa_2915	D9R719
csh:Closa_2916	D9R720
csh:Closa_2917	D9R721
csh:Closa_2918	D9R722
csh:Closa_2919	D9R723
csh:Closa_2920	D9R724
csh:Closa_2921	D9R725
csh:Closa_2922	D9R726
csh:Closa_2923	D9R727
csh:Closa_2924	D9R728
csh:Closa_2925	D9R729
csh:Closa_2926	D9R730
csh:Closa_2927	D9R731
csh:Closa_2928	D9R732
csh:Closa_2929	D9R733
csh:Closa_2930	D9R734
csh:Closa_2931	D9R735
csh:Closa_2932	D9R736
csh:Closa_2933	D9R737
csh:Closa_2934	D9R738
csh:Closa_2935	D9R739
csh:Closa_2936	D9R740
csh:Closa_2937	D9R741
csh:Closa_2938	D9R742
csh:Closa_2939	D9R743
csh:Closa_2940	D9R744
csh:Closa_2941	D9R745
csh:Closa_2942	D9R746
csh:Closa_2943	D9R747
csh:Closa_2944	D9R748
csh:Closa_2945	D9R749
csh:Closa_2946	D9R750
csh:Closa_2947	D9R751
csh:Closa_2948	D9R752
csh:Closa_2949	D9R753
csh:Closa_2950	D9R754
csh:Closa_2953	D9R755
csh:Closa_2954	D9R756
csh:Closa_2955	D9R757
csh:Closa_2956	D9R758
csh:Closa_2957	D9R759
csh:Closa_2958	D9R760
csh:Closa_2959	D9R761
csh:Closa_2960	D9R762
csh:Closa_2961	D9R763
csh:Closa_2962	D9R764
csh:Closa_2963	D9R765
csh:Closa_2964	D9R766
csh:Closa_2965	D9R767
csh:Closa_2966	D9R768
csh:Closa_2967	D9R769
csh:Closa_2968	D9R770
csh:Closa_2969	D9R771
csh:Closa_2970	D9R772
csh:Closa_2971	D9R773
csh:Closa_2972	D9R774
csh:Closa_2973	D9R775
csh:Closa_2974	D9R776
csh:Closa_2975	D9R777
csh:Closa_2976	D9R778
csh:Closa_2977	D9R779
csh:Closa_2978	D9R780
csh:Closa_2979	D9R781
csh:Closa_2980	D9R782
csh:Closa_2981	D9R783
csh:Closa_2982	D9R784
csh:Closa_2983	D9R785
csh:Closa_2984	D9R786
csh:Closa_2985	D9R787
csh:Closa_2986	D9R788
csh:Closa_2987	D9R789
csh:Closa_2988	D9R790
csh:Closa_2989	D9R791
csh:Closa_2990	D9R792
csh:Closa_2991	D9R793
csh:Closa_2992	D9R794
csh:Closa_2993	D9R795
csh:Closa_2994	D9R796
csh:Closa_2995	D9R797
csh:Closa_2996	D9R798
csh:Closa_2997	D9R799
csh:Closa_2998	D9R7A0
csh:Closa_3000	D9R7A1
csh:Closa_3001	D9R7A2
csh:Closa_3002	D9R7A3
csh:Closa_3003	D9R7A4
csh:Closa_3004	D9R7A5
csh:Closa_3005	D9R7A6
csh:Closa_3006	D9R7A7
csh:Closa_3007	D9R7A8
csh:Closa_3008	D9R7A9
csh:Closa_3009	D9R7B0
csh:Closa_3010	D9R7B1
csh:Closa_3011	D9R7B2
csh:Closa_3012	D9R7B3
csh:Closa_3013	D9R7B4
csh:Closa_3014	D9R7B5
csh:Closa_3015	D9R7B6
csh:Closa_3016	D9R7B7
csh:Closa_3017	D9R7B8
csh:Closa_3018	D9R7B9
csh:Closa_3019	D9R7C0
csh:Closa_3020	D9R7C1
csh:Closa_3021	D9R7C2
csh:Closa_3022	D9R7C3
csh:Closa_3023	D9R7C4
csh:Closa_3024	D9R7C5
csh:Closa_3025	D9R7Q4
csh:Closa_3026	D9R7Q5
csh:Closa_3027	D9R7Q6
csh:Closa_3028	D9R7Q7
csh:Closa_3029	D9R7Q8
csh:Closa_3030	D9R7Q9
csh:Closa_3031	D9R7R0
csh:Closa_3032	D9R7R1
csh:Closa_3033	D9R7R2
csh:Closa_3034	D9R7R3
csh:Closa_3035	D9R7R4
csh:Closa_3036	D9R7R5
csh:Closa_3037	D9R7R6
csh:Closa_3038	D9R7R7
csh:Closa_3039	D9R7R8
csh:Closa_3040	D9R7R9
csh:Closa_3041	D9R7S0
csh:Closa_3042	D9R7S1
csh:Closa_3043	D9R7S2
csh:Closa_3044	D9R7S3
csh:Closa_3045	D9R7S4
csh:Closa_3046	D9R7S5
csh:Closa_3047	D9R7S6
csh:Closa_3048	D9R7S7
csh:Closa_3049	D9R7S8
csh:Closa_3050	D9R7S9
csh:Closa_3051	D9R7T0
csh:Closa_3052	D9R7T1
csh:Closa_3053	D9R7T2
csh:Closa_3054	D9R7T3
csh:Closa_3055	D9R7T4
csh:Closa_3056	D9R7T5
csh:Closa_3057	D9R7T6
csh:Closa_3058	D9R7T7
csh:Closa_3059	D9R7T8
csh:Closa_3060	D9R7T9
csh:Closa_3061	D9R7U0
csh:Closa_3062	D9R7U1
csh:Closa_3063	D9R7U2
csh:Closa_3064	D9R7U3
csh:Closa_3065	D9R7N0
csh:Closa_3066	D9R7U5
csh:Closa_3067	D9R7U6
csh:Closa_3068	D9R7U7
csh:Closa_3069	D9R7U8
csh:Closa_3070	D9R7U9
csh:Closa_3071	D9R7V0
csh:Closa_3072	D9R7V1
csh:Closa_3073	D9R7V2
csh:Closa_3074	D9R7V3
csh:Closa_3075	D9R7V4
csh:Closa_3076	D9R7V5
csh:Closa_3077	D9R7V6
csh:Closa_3078	D9R7V7
csh:Closa_3079	D9R7V8
csh:Closa_3080	D9R7V9
csh:Closa_3081	D9R7W0
csh:Closa_3082	D9R7W1
csh:Closa_3083	D9R7W2
csh:Closa_3084	D9R7W3
csh:Closa_3085	D9R7W4
csh:Closa_3086	D9R7W5
csh:Closa_3087	D9R7W6
csh:Closa_3088	D9R7W7
csh:Closa_3089	D9R7W8
csh:Closa_3090	D9R7W9
csh:Closa_3091	D9R7X0
csh:Closa_3092	D9R7X1
csh:Closa_3093	D9R7X2
csh:Closa_3094	D9R7X3
csh:Closa_3095	D9R7X4
csh:Closa_3096	D9R7X5
csh:Closa_3097	D9R7X6
csh:Closa_3098	D9R7X7
csh:Closa_3099	D9R7X8
csh:Closa_3100	D9R7X9
csh:Closa_3101	D9R7Y0
csh:Closa_3102	D9R7Y1
csh:Closa_3103	D9R7Y2
csh:Closa_3104	D9R7Y3
csh:Closa_3105	D9R7Y4
csh:Closa_3106	D9R7Y5
csh:Closa_3107	D9R7Y6
csh:Closa_3108	D9R7Y7
csh:Closa_3109	D9R7Y8
csh:Closa_3110	D9R7Y9
csh:Closa_3111	D9R7Z0
csh:Closa_3112	D9R7Z1
csh:Closa_3113	D9R7Z2
csh:Closa_3114	D9R7Z3
csh:Closa_3115	D9R7Z4
csh:Closa_3116	D9R7Z5
csh:Closa_3117	D9R7Z6
csh:Closa_3118	D9R7Z7
csh:Closa_3120	D9R7Z8
csh:Closa_3121	D9R7Z9
csh:Closa_3122	D9R800
csh:Closa_3123	D9R801
csh:Closa_3124	D9R802
csh:Closa_3125	D9R803
csh:Closa_3126	D9R804
csh:Closa_3127	D9R805
csh:Closa_3128	D9R806
csh:Closa_3129	D9R807
csh:Closa_3130	D9R808
csh:Closa_3131	D9R809
csh:Closa_3132	D9R810
csh:Closa_3133	D9R811
csh:Closa_3134	D9R812
csh:Closa_3135	D9R813
csh:Closa_3136	D9R814
csh:Closa_3137	D9R815
csh:Closa_3138	D9R816
csh:Closa_3139	D9R817
csh:Closa_3140	D9R818
csh:Closa_3141	D9R819
csh:Closa_3142	D9R820
csh:Closa_3143	D9R821
csh:Closa_3144	D9R822
csh:Closa_3145	D9R823
csh:Closa_3146	D9R824
csh:Closa_3147	D9R825
csh:Closa_3148	D9R826
csh:Closa_3149	D9R827
csh:Closa_3150	D9R828
csh:Closa_3151	D9R829
csh:Closa_3152	D9R830
csh:Closa_3153	D9R8F6
csh:Closa_3154	D9R8F7
csh:Closa_3155	D9R8F8
csh:Closa_3156	D9R8F9
csh:Closa_3157	D9R8G0
csh:Closa_3158	D9R8G1
csh:Closa_3160	D9R8G2
csh:Closa_3161	D9R4K3
csh:Closa_3162	D9R4K4
csh:Closa_3163	D9R7X8
csh:Closa_3164	D9R8G6
csh:Closa_3165	D9R8G7
csh:Closa_3166	D9R8G8
csh:Closa_3167	D9R8G9
csh:Closa_3168	D9R8H0
csh:Closa_3170	D9R8H1
csh:Closa_3171	D9R8H2
csh:Closa_3172	D9R8H3
csh:Closa_3173	D9R8H4
csh:Closa_3174	D9R8H5
csh:Closa_3175	D9R8H6
csh:Closa_3176	D9R8H7
csh:Closa_3177	D9R8H8
csh:Closa_3178	D9R8H9
csh:Closa_3179	D9R8I0
csh:Closa_3180	D9R8I1
csh:Closa_3181	D9R8I2
csh:Closa_3182	D9R8I3
csh:Closa_3183	D9R8I4
csh:Closa_3184	D9R8I5
csh:Closa_3185	D9R8I6
csh:Closa_3186	D9R8I7
csh:Closa_3187	D9R8I8
csh:Closa_3188	D9R8I9
csh:Closa_3189	D9R8J0
csh:Closa_3190	D9R8J1
csh:Closa_3191	D9R8J2
csh:Closa_3192	D9R8J3
csh:Closa_3193	D9R8J4
csh:Closa_3194	D9R8J5
csh:Closa_3195	D9R8J6
csh:Closa_3196	D9R8J7
csh:Closa_3197	D9R8J8
csh:Closa_3198	D9R8J9
csh:Closa_3199	D9R8K0
csh:Closa_3200	D9R8K1
csh:Closa_3201	D9R8K2
csh:Closa_3202	D9R8K3
csh:Closa_3203	D9R8K4
csh:Closa_3204	D9R8K5
csh:Closa_3205	D9R8K6
csh:Closa_3206	D9R8K7
csh:Closa_3207	D9R8K8
csh:Closa_3208	D9R8K9
csh:Closa_3209	D9R8L0
csh:Closa_3210	D9R8L1
csh:Closa_3211	D9R8L2
csh:Closa_3212	D9R8L3
csh:Closa_3213	D9R8L4
csh:Closa_3214	D9R8L5
csh:Closa_3215	D9R8L6
csh:Closa_3216	D9R8L7
csh:Closa_3217	D9R8L8
csh:Closa_3218	D9R8L9
csh:Closa_3219	D9R8M0
csh:Closa_3220	D9R8M1
csh:Closa_3221	D9R8M2
csh:Closa_3222	D9R8M3
csh:Closa_3223	D9R8M4
csh:Closa_3224	D9R8M5
csh:Closa_3225	D9R8M6
csh:Closa_3226	D9R8M7
csh:Closa_3227	D9R8M8
csh:Closa_3228	D9R8M9
csh:Closa_3229	D9R8N0
csh:Closa_3230	D9R8N1
csh:Closa_3232	D9R8N2
csh:Closa_3233	D9R8N3
csh:Closa_3234	D9R8N4
csh:Closa_3235	D9R8N5
csh:Closa_3236	D9R8N6
csh:Closa_3237	D9R8N7
csh:Closa_3238	D9R8N8
csh:Closa_3239	D9R8N9
csh:Closa_3240	D9R8P0
csh:Closa_3241	D9R8P1
csh:Closa_3242	D9R8P2
csh:Closa_3243	D9R8P3
csh:Closa_3244	D9R8P4
csh:Closa_3245	D9R8P5
csh:Closa_3246	D9R8P6
csh:Closa_3247	D9R8P7
csh:Closa_3248	D9R8P8
csh:Closa_3249	D9R8P9
csh:Closa_3250	D9R8Q0
csh:Closa_3251	D9R8Q1
csh:Closa_3252	D9R8Q2
csh:Closa_3253	D9R8Q3
csh:Closa_3254	D9R8Q4
csh:Closa_3255	D9R8Q5
csh:Closa_3256	D9R8Q6
csh:Closa_3257	D9R8Q7
csh:Closa_3258	D9R8Q8
csh:Closa_3259	D9R8Q9
csh:Closa_3260	D9R8R0
csh:Closa_3261	D9R8R1
csh:Closa_3262	D9R8R2
csh:Closa_3263	D9R8R3
csh:Closa_3264	D9R8R4
csh:Closa_3265	D9R8R5
csh:Closa_3266	D9R8R6
csh:Closa_3267	D9R8R7
csh:Closa_3268	D9R8R8
csh:Closa_3269	D9R8R9
csh:Closa_3270	D9R8S0
csh:Closa_3271	D9R8S1
csh:Closa_3272	D9R8S2
csh:Closa_3273	D9R8S3
csh:Closa_3274	D9R8S4
csh:Closa_3275	D9R8S5
csh:Closa_3276	D9R8S6
csh:Closa_3277	D9R8S7
csh:Closa_3278	D9R8S8
csh:Closa_3279	D9R8S9
csh:Closa_3280	D9R8T0
csh:Closa_3281	D9R8T1
csh:Closa_3282	D9R8T2
csh:Closa_3283	D9R961
csh:Closa_3284	D9R962
csh:Closa_3285	D9R963
csh:Closa_3286	D9R964
csh:Closa_3287	D9R965
csh:Closa_3288	D9R966
csh:Closa_3289	D9R967
csh:Closa_3290	D9R968
csh:Closa_3291	D9R969
csh:Closa_3292	D9R970
csh:Closa_3293	D9R971
csh:Closa_3294	D9R972
csh:Closa_3295	D9R973
csh:Closa_3296	D9R974
csh:Closa_3297	D9R975
csh:Closa_3298	D9R976
csh:Closa_3299	D9R977
csh:Closa_3300	D9R978
csh:Closa_3301	D9R979
csh:Closa_3302	D9R980
csh:Closa_3303	D9R981
csh:Closa_3304	D9R982
csh:Closa_3305	D9R983
csh:Closa_3306	D9R984
csh:Closa_3307	D9R985
csh:Closa_3308	D9R986
csh:Closa_3309	D9R987
csh:Closa_3310	D9R988
csh:Closa_3311	D9R989
csh:Closa_3312	D9QZ87
csh:Closa_3313	D9QZ86
csh:Closa_3314	D9R992
csh:Closa_3315	D9R993
csh:Closa_3316	D9R994
csh:Closa_3317	D9R995
csh:Closa_3318	D9R996
csh:Closa_3319	D9R997
csh:Closa_3320	D9R998
csh:Closa_3321	D9R999
csh:Closa_3322	D9R9A0
csh:Closa_3323	D9R9A1
csh:Closa_3324	D9R9A2
csh:Closa_3325	D9R9A3
csh:Closa_3326	D9R9A4
csh:Closa_3327	D9R9A5
csh:Closa_3328	D9QZ87
csh:Closa_3329	D9QZ86
csh:Closa_3330	D9R9A8
csh:Closa_3331	D9R9A9
csh:Closa_3332	D9R9B0
csh:Closa_3333	D9R9B1
csh:Closa_3334	D9R9B2
csh:Closa_3335	D9R9B3
csh:Closa_3336	D9R9B4
csh:Closa_3337	D9R9B5
csh:Closa_3338	D9R9B6
csh:Closa_3339	D9R9B7
csh:Closa_3340	D9R9B8
csh:Closa_3341	D9R9B9
csh:Closa_3342	D9R9C0
csh:Closa_3343	D9R9C1
csh:Closa_3344	D9R9C2
csh:Closa_3345	D9R9C3
csh:Closa_3347	D9R9C4
csh:Closa_3348	D9R9C5
csh:Closa_3350	D9R9C6
csh:Closa_3351	D9R9C7
csh:Closa_3352	D9R9C8
csh:Closa_3353	D9R9C9
csh:Closa_3354	D9R9D0
csh:Closa_3355	D9R9D1
csh:Closa_3356	D9R9D2
csh:Closa_3357	D9R9D3
csh:Closa_3358	D9R9D4
csh:Closa_3359	D9R9D5
csh:Closa_3360	D9R9D6
csh:Closa_3361	D9R9D7
csh:Closa_3362	D9R9D8
csh:Closa_3363	D9R9D9
csh:Closa_3364	D9R9E0
csh:Closa_3365	D9R9E1
csh:Closa_3366	D9R9E2
csh:Closa_3367	D9R9E3
csh:Closa_3368	D9R9E4
csh:Closa_3369	D9R9E5
csh:Closa_3370	D9R9E6
csh:Closa_3371	D9R9E7
csh:Closa_3372	D9R9E8
csh:Closa_3373	D9R9E9
csh:Closa_3374	D9R9F0
csh:Closa_3375	D9R9F1
csh:Closa_3376	D9R9F2
csh:Closa_3377	D9R9F3
csh:Closa_3378	D9R9F4
csh:Closa_3379	D9R9F5
csh:Closa_3380	D9R9F6
csh:Closa_3381	D9R9F7
csh:Closa_3382	D9R9F8
csh:Closa_3383	D9R9F9
csh:Closa_3384	D9R9G0
csh:Closa_3385	D9R9G1
csh:Closa_3386	D9R9G2
csh:Closa_3387	D9R9G3
csh:Closa_3388	D9R9G4
csh:Closa_3389	D9R9G5
csh:Closa_3390	D9R9G6
csh:Closa_3391	D9R9G7
csh:Closa_3392	D9R9G8
csh:Closa_3393	D9R9G9
csh:Closa_3394	D9R9H0
csh:Closa_3395	D9R9H1
csh:Closa_3396	D9R9H2
csh:Closa_3397	D9R9H3
csh:Closa_3398	D9R9H4
csh:Closa_3399	D9R9H5
csh:Closa_3400	D9R9H6
csh:Closa_3401	D9R9H7
csh:Closa_3402	D9R9H8
csh:Closa_3403	D9R9H9
csh:Closa_3404	D9R9I0
csh:Closa_3405	D9R9I1
csh:Closa_3406	D9R9I2
csh:Closa_3407	D9R9I3
csh:Closa_3408	D9R9I4
csh:Closa_3409	D9R9I5
csh:Closa_3410	D9R9W5
csh:Closa_3411	D9R9W6
csh:Closa_3412	D9R9W7
csh:Closa_3414	D9R9W8
csh:Closa_3415	D9R9W9
csh:Closa_3416	D9R9X0
csh:Closa_3417	D9R9X1
csh:Closa_3418	D9R9X2
csh:Closa_3419	D9R9X3
csh:Closa_3420	D9R9X4
csh:Closa_3421	D9R9X5
csh:Closa_3422	D9R9X6
csh:Closa_3423	D9R9X7
csh:Closa_3424	D9R9X8
csh:Closa_3425	D9R9X9
csh:Closa_3426	D9R9Y0
csh:Closa_3427	D9R9Y1
csh:Closa_3428	D9R9Y2
csh:Closa_3429	D9R9Y3
csh:Closa_3430	D9R9Y4
csh:Closa_3431	D9R9Y5
csh:Closa_3432	D9R9Y6
csh:Closa_3433	D9R9Y7
csh:Closa_3434	D9R9Y8
csh:Closa_3435	D9R9Y9
csh:Closa_3436	D9R9Z0
csh:Closa_3437	D9R9Z1
csh:Closa_3438	D9R9Z2
csh:Closa_3439	D9R9Z3
csh:Closa_3440	D9R9Z4
csh:Closa_3441	D9R9Z5
csh:Closa_3442	D9R9Z6
csh:Closa_3443	D9R9Z7
csh:Closa_3444	D9R9Z8
csh:Closa_3445	D9R9Z9
csh:Closa_3446	D9RA00
csh:Closa_3447	D9RA01
csh:Closa_3448	D9RA02
csh:Closa_3449	D9RA03
csh:Closa_3450	D9RA04
csh:Closa_3451	D9RA05
csh:Closa_3452	D9RA06
csh:Closa_3453	D9RA07
csh:Closa_3454	D9RA08
csh:Closa_3455	D9RA09
csh:Closa_3456	D9RA10
csh:Closa_3457	D9RA11
csh:Closa_3458	D9RA12
csh:Closa_3459	D9RA13
csh:Closa_3460	D9RA14
csh:Closa_3461	D9RA15
csh:Closa_3462	D9RA16
csh:Closa_3463	D9RA17
csh:Closa_3464	D9RA18
csh:Closa_3465	D9RA19
csh:Closa_3466	D9RA20
csh:Closa_3467	D9RA21
csh:Closa_3468	D9RA22
csh:Closa_3469	D9RA23
csh:Closa_3470	D9RA24
csh:Closa_3471	D9RA25
csh:Closa_3472	D9RA26
csh:Closa_3473	D9RA27
csh:Closa_3474	D9RA28
csh:Closa_3475	D9RA29
csh:Closa_3476	D9RA30
csh:Closa_3477	D9RA31
csh:Closa_3478	D9RA32
csh:Closa_3479	D9RA33
csh:Closa_3480	D9RA34
csh:Closa_3481	D9RA35
csh:Closa_3482	D9RA36
csh:Closa_3483	D9RA37
csh:Closa_3484	D9RA38
csh:Closa_3485	D9RA39
csh:Closa_3486	D9RA40
csh:Closa_3487	D9RA41
csh:Closa_3488	D9RA42
csh:Closa_3489	D9RA43
csh:Closa_3490	D9RA44
csh:Closa_3491	D9RA45
csh:Closa_3492	D9RA46
csh:Closa_3493	D9RA47
csh:Closa_3494	D9RA48
csh:Closa_3495	D9RA49
csh:Closa_3496	D9RA50
csh:Closa_3497	D9RA51
csh:Closa_3498	D9RA52
csh:Closa_3499	D9RA53
csh:Closa_3500	D9RA54
csh:Closa_3501	D9RA55
csh:Closa_3503	D9RA56
csh:Closa_3504	D9RA57
csh:Closa_3505	D9RA58
csh:Closa_3506	D9RA59
csh:Closa_3507	D9RA60
csh:Closa_3508	D9RA61
csh:Closa_3509	D9RA62
csh:Closa_3510	D9RA63
csh:Closa_3511	D9RA64
csh:Closa_3512	D9RA65
csh:Closa_3513	D9RA66
csh:Closa_3514	D9RA67
csh:Closa_3515	D9RA68
csh:Closa_3516	D9RA69
csh:Closa_3517	D9RA70
csh:Closa_3518	D9RA71
csh:Closa_3519	D9RA72
csh:Closa_3520	D9RA73
csh:Closa_3521	D9RA74
csh:Closa_3522	D9RA75
csh:Closa_3523	D9RA76
csh:Closa_3524	D9RA77
csh:Closa_3525	D9RA78
csh:Closa_3526	D9RA79
csh:Closa_3527	D9RA80
csh:Closa_3528	D9RA81
csh:Closa_3529	D9RA82
csh:Closa_3530	D9RA83
csh:Closa_3531	D9RA84
csh:Closa_3532	D9RA85
csh:Closa_3533	D9RA86
csh:Closa_3534	D9RAL2
csh:Closa_3535	D9RAL3
csh:Closa_3536	D9RAL4
csh:Closa_3537	D9RAL5
csh:Closa_3538	D9RAL6
csh:Closa_3539	D9RAL7
csh:Closa_3540	D9RAL8
csh:Closa_3541	D9RAL9
csh:Closa_3542	D9RAM0
csh:Closa_3543	D9RAM1
csh:Closa_3545	D9RAM2
csh:Closa_3546	D9RAM3
csh:Closa_3547	D9RAM4
csh:Closa_3548	D9RAM5
csh:Closa_3549	D9RAM6
csh:Closa_3550	D9RAM7
csh:Closa_3551	D9RAM8
csh:Closa_3552	D9RAM9
csh:Closa_3553	D9RAN0
csh:Closa_3554	D9RAN1
csh:Closa_3555	D9RAN2
csh:Closa_3556	D9RAN3
csh:Closa_3557	D9RAN4
csh:Closa_3558	D9RAN5
csh:Closa_3559	D9RAN6
csh:Closa_3560	D9RAN7
csh:Closa_3561	D9RAN8
csh:Closa_3562	D9RAN9
csh:Closa_3563	D9RAP0
csh:Closa_3564	D9RAP1
csh:Closa_3565	D9RAP2
csh:Closa_3566	D9RAP3
csh:Closa_3567	D9RAP4
csh:Closa_3568	D9RAP5
csh:Closa_3569	D9RAP6
csh:Closa_3570	D9RAP7
csh:Closa_3571	D9RAP8
csh:Closa_3572	D9RAP9
csh:Closa_3573	D9RAQ0
csh:Closa_3574	D9RAQ1
csh:Closa_3575	D9RAQ2
csh:Closa_3576	D9RAQ3
csh:Closa_3577	D9RAQ4
csh:Closa_3578	D9RAQ5
csh:Closa_3579	D9RAQ6
csh:Closa_3580	D9RAQ7
csh:Closa_3581	D9RAQ8
csh:Closa_3582	D9RAQ9
csh:Closa_3583	D9RAR0
csh:Closa_3584	D9RAR1
csh:Closa_3585	D9RAR2
csh:Closa_3586	D9RAR3
csh:Closa_3587	D9RAR4
csh:Closa_3588	D9RAR5
csh:Closa_3589	D9RAR6
