KEGG_ORG	KEGG_GENE	KEGG_EC	KEGG_UNIPROT
lpl	lpl:lp_2556	ec:5.3.1.16	
lpl	lpl:lp_2559	ec:1.1.1.23	
lpl	lpl:lp_2560	ec:2.4.2.17	
lpl	lpl:lp_2570	ec:1.2.1.11	
lpl	lpl:lp_2572	ec:3.5.1.24	
lpl	lpl:lp_2591	ec:3.2.2.1	
lpl	lpl:lp_2598	ec:2.3.1.54	
lpl	lpl:lp_2629	ec:1.2.3.3	
lpl	lpl:lp_2645	ec:3.2.1.17	
lpl	lpl:lp_2659	ec:4.1.2.9	
lpl	lpl:lp_2659	ec:4.1.2.22	
lpl	lpl:lp_2681	ec:1.1.1.49	
lpl	lpl:lp_2681	ec:1.1.1.363	
lpl	lpl:lp_2685	ec:4.3.3.7	
lpl	lpl:lp_2719	ec:6.3.4.13	
lpl	lpl:lp_2722	ec:6.3.3.1	
lpl	lpl:lp_2723	ec:2.4.2.14	
lpl	lpl:lp_2727	ec:6.3.2.6	
lpl	lpl:lp_2735	ec:3.1.3.48	
lpl	lpl:lp_2738	ec:3.5.1.1	
lpl	lpl:lp_2762	ec:3.6.1.13	
lpl	lpl:lp_2771	ec:6.3.4.21	
lpl	lpl:lp_2788	ec:1.1.1.169	
lpl	lpl:lp_2807	ec:6.1.1.1	
lpl	lpl:lp_2825	ec:3.2.2.1	
lpl	lpl:lp_2830	ec:4.3.1.1	
lpl	lpl:lp_2843	ec:2.4.1.52	
lpl	lpl:lp_2844	ec:2.4.1.52	
lpl	lpl:lp_2848	ec:2.1.1.63	
lpl	lpl:lp_2852	ec:4.1.1.44	
lpl	lpl:lp_2855	ec:3.5.1.18	
lpl	lpl:lp_2873	ec:1.1.1.1	
lpl	lpl:lp_2878	ec:2.3.1.79	
lpl	lpl:lp_2919	ec:3.4.11.5	
lpl	lpl:lp_3020	ec:3.2.2.20	
lpl	lpl:lp_3051	ec:1.1.1.202	
lpl	lpl:lp_3054	ec:1.1.1.90	
lpl	lpl:lp_3085	ec:6.3.5.4	
lpl	lpl:lp_3092	ec:1.2.1.16	
lpl	lpl:lp_3092	ec:1.2.1.79	
lpl	lpl:lp_3092	ec:1.2.1.20	
lpl	lpl:lp_3135	ec:2.2.1.1	
lpl	lpl:lp_1328	ec:3.1.4.46	
lpl	lpl:lp_1346	ec:1.2.1.11	
lpl	lpl:lp_1375	ec:2.1.1.14	
lpl	lpl:lp_1379	ec:2.7.1.25	
lpl	lpl:lp_1381	ec:2.8.2.22	
lpl	lpl:lp_1391	ec:6.1.1.19	
lpl	lpl:lp_1445	ec:1.11.1.1	
lpl	lpl:lp_1462	ec:6.3.2.8	
lpl	lpl:lp_1510	ec:2.7.1.24	
lpl	lpl:lp_1514	ec:6.1.1.3	
lpl	lpl:lp_1523	ec:5.1.1.13	
lpl	lpl:lp_1530	ec:2.7.7.18	
lpl	lpl:lp_1541	ec:1.1.1.44	
lpl	lpl:lp_1541	ec:1.1.1.343	
lpl	lpl:lp_1562	ec:2.7.1.48	
lpl	lpl:lp_1570	ec:6.3.3.2	
lpl	lpl:lp_1573	ec:2.7.1.2	
lpl	lpl:lp_1578	ec:3.1.4.46	
lpl	lpl:lp_1579	ec:2.5.1.75	
lpl	lpl:lp_1581	ec:6.3.1.2	
lpl	lpl:lp_1595	ec:3.4.11.9	
lpl	lpl:lp_1612	ec:2.7.4.8	
lpl	lpl:lp_1616	ec:2.1.2.9	
lpl	lpl:lp_1621	ec:5.1.3.1	
lpl	lpl:lp_1639	ec:2.1.1.228	
lpl	lpl:lp_1654	ec:2.4.2.18	
lpl	lpl:lp_1655	ec:4.1.1.48	
lpl	lpl:lp_1656	ec:5.3.1.24	
lpl	lpl:lp_1665	ec:1.1.1.1	
lpl	lpl:lp_1673	ec:2.3.1.39	
lpl	lpl:lp_1674	ec:1.1.1.100	
lpl	lpl:lp_1681	ec:1.3.1.9	
lpl	lpl:lp_1681	ec:1.3.1.10	
lpl	lpl:lp_1696	ec:2.1.1.79	
lpl	lpl:lp_1713	ec:4.1.1.20	
lpl	lpl:lp_1730	ec:2.4.1.8	
lpl	lpl:lp_1731	ec:5.1.3.3	
lpl	lpl:lp_1732	ec:5.3.3.2	
lpl	lpl:lp_1733	ec:2.7.4.2	
lpl	lpl:lp_1734	ec:4.1.1.33	
lpl	lpl:lp_1735	ec:2.7.1.36	
lpl	lpl:lp_1740	ec:6.1.1.22	
lpl	lpl:lp_1779	ec:6.3.4.3	
lpl	lpl:lp_1497	ec:1.7.5.1	
lpl	lpl:lp_2376	ec:2.7.7.87	
lpl	lpl:pWCFS103_22	ec:5.6.2.1	
lpl	lpl:pWCFS103_26	ec:7.4.2.8	
lpl	lpl:lp_0878	ec:7.4.2.1	
lpl	lpl:lp_0016	ec:2.7.2.11	
lpl	lpl:lp_0017	ec:1.2.1.41	
lpl	lpl:lp_0020	ec:2.4.1.18	
lpl	lpl:lp_0021	ec:2.7.7.27	
lpl	lpl:lp_0022	ec:2.7.7.27	
lpl	lpl:lp_0023	ec:2.4.1.21	
lpl	lpl:lp_0024	ec:2.4.1.1	
lpl	lpl:lp_0027	ec:5.4.2.6	
lpl	lpl:lp_0066	ec:5.4.2.6	
lpl	lpl:lp_0067	ec:3.5.1.24	
lpl	lpl:lp_1991	ec:3.2.2.21	
lpl	lpl:lp_1678	ec:6.4.1.2	
lpl	lpl:lp_1678	ec:6.3.4.14	
lpl	lpl:lp_0963	ec:5.4.99.23	
lpl	lpl:lp_1500	ec:1.7.5.1	
lpl	lpl:lp_1498	ec:1.7.5.1	
lpl	lpl:lp_1509	ec:3.2.2.23	
lpl	lpl:lp_1509	ec:4.2.99.18	
lpl	lpl:lp_1622	ec:2.7.6.2	
lpl	lpl:lp_1488	ec:2.7.13.3	
lpl	lpl:lp_1438	ec:2.5.1.78	
lpl	lpl:lp_3545	ec:1.1.1.14	
lpl	lpl:lp_3551	ec:4.1.2.9	
lpl	lpl:lp_3551	ec:4.1.2.22	
lpl	lpl:lp_3553	ec:2.3.1.79	
lpl	lpl:lp_3554	ec:5.3.1.4	
lpl	lpl:lp_3556	ec:2.7.1.16	
lpl	lpl:lp_3568	ec:4.1.3.3	
lpl	lpl:lp_3587	ec:1.2.3.3	
lpl	lpl:lp_3592	ec:4.1.2.19	
lpl	lpl:lp_3593	ec:5.3.1.14	
lpl	lpl:lp_3595	ec:2.7.1.5	
lpl	lpl:lp_3605	ec:1.1.1.18	
lpl	lpl:lp_3605	ec:1.1.1.369	
lpl	lpl:lp_3606	ec:1.1.1.18	
lpl	lpl:lp_3606	ec:1.1.1.369	
lpl	lpl:lp_3608	ec:1.1.1.18	
lpl	lpl:lp_3608	ec:1.1.1.369	
lpl	lpl:lp_3612	ec:1.1.1.18	
lpl	lpl:lp_3612	ec:1.1.1.369	
lpl	lpl:lp_3623	ec:1.1.1.140	
lpl	lpl:lp_3637	ec:2.7.1.4	
lpl	lpl:lp_3641	ec:3.2.1.70	
lpl	lpl:lp_3657	ec:1.1.1.140	
lpl	lpl:lp_3660	ec:2.7.1.15	
lpl	lpl:lp_1675	ec:2.3.1.179	
lpl	lpl:lp_3299	ec:4.1.2.25	
lpl	lpl:lp_3299	ec:5.1.99.8	
lpl	lpl:lp_3299	ec:1.13.11.81	
lpl	lpl:lp_3313	ec:2.3.1.54	
lpl	lpl:lp_3334	ec:3.5.4.2	
lpl	lpl:lp_3362	ec:3.5.1.24	
lpl	lpl:lp_3418	ec:4.1.1.49	
lpl	lpl:lp_3420	ec:4.1.1.15	
lpl	lpl:lp_3471	ec:3.2.1.40	
lpl	lpl:lp_3473	ec:3.2.1.40	
lpl	lpl:lp_3481	ec:5.1.3.2	
lpl	lpl:lp_3482	ec:2.7.1.6	
lpl	lpl:lp_3483	ec:3.2.1.23	
lpl	lpl:lp_3484	ec:3.2.1.23	
lpl	lpl:lp_3487	ec:5.1.3.3	
lpl	lpl:lp_3494	ec:1.1.1.25	
lpl	lpl:lp_3498	ec:1.1.1.25	
lpl	lpl:lp_3499	ec:1.1.1.25	
lpl	lpl:lp_3534	ec:3.2.1.20	
lpl	lpl:lp_3538	ec:2.2.1.1	
lpl	lpl:lp_3170	ec:5.4.2.11	
lpl	lpl:lp_3174	ec:2.1.1.79	
lpl	lpl:lp_3193	ec:5.2.1.8	
lpl	lpl:lp_3220	ec:3.2.1.20	
lpl	lpl:lp_3251	ec:3.1.4.17	
lpl	lpl:lp_3266	ec:2.7.1.165	
lpl	lpl:lp_3269	ec:4.3.2.2	
lpl	lpl:lp_3270	ec:6.3.4.4	
lpl	lpl:lp_3272	ec:3.1.3.48	
lpl	lpl:lp_3293	ec:3.2.2.20	
lpl	lpl:lp_3294	ec:2.5.1.15	
lpl	lpl:lp_3297	ec:3.5.4.16	
lpl	lpl:lp_3298	ec:2.7.6.3	
lpl	lpl:lp_1869	ec:1.5.1.3	
lpl	lpl:lp_1870	ec:2.1.1.45	
lpl	lpl:lp_1874	ec:1.17.1.8	
lpl	lpl:lp_1883	ec:2.7.4.25	
lpl	lpl:lp_1897	ec:2.7.1.40	
lpl	lpl:lp_1898	ec:2.7.1.11	
lpl	lpl:lp_1912	ec:2.7.9.2	
lpl	lpl:lp_2243	ec:2.1.1.72	
lpl	lpl:lp_1842	ec:2.3.1.275	
lpl	lpl:lp_2798	ec:4.2.1.10	
lpl	lpl:lp_1989	ec:2.1.1.193	
lpl	lpl:lp_1974	ec:2.7.4.28	
lpl	lpl:lp_1974	ec:2.7.11.33	
lpl	lpl:lp_2704	ec:2.4.2.9	
lpl	lpl:lp_1715	ec:2.5.1.74	
lpl	lpl:lp_0769	ec:3.4.13.22	
lpl	lpl:lp_2223	ec:2.7.6.5	
lpl	lpl:lp_2090	ec:3.1.26.11	
lpl	lpl:lp_2285	ec:2.4.99.17	
lpl	lpl:lp_0545	ec:6.3.4.19	
lpl	lpl:lp_2336	ec:6.3.2.2	
lpl	lpl:lp_0139	ec:4.2.1.53	
lpl	lpl:lp_0075	ec:1.7.1.17	
lpl	lpl:lp_1943	ec:2.7.13.3	
lpl	lpl:lp_1712	ec:5.3.2.6	
lpl	lpl:lp_2860	ec:4.2.99.18	
lpl	lpl:lp_2454	ec:2.1.1.72	
lpl	lpl:lp_0564	ec:2.4.1.187	
lpl	lpl:lp_2653	ec:5.4.99.23	
lpl	lpl:lp_3088	ec:2.7.13.3	
lpl	lpl:lp_1355	ec:2.7.13.3	
lpl	lpl:lp_3063	ec:2.7.13.3	
lpl	lpl:lp_1324	ec:7.6.2.10	
lpl	lpl:lp_0344	ec:7.5.2.4	
lpl	lpl:lp_1274	ec:2.7.3.9	
lpl	lpl:lp_0318	ec:7.6.2.11	
lpl	lpl:lp_1777	ec:3.1.26.4	
lpl	lpl:lp_0454	ec:6.1.1.10	
lpl	lpl:lp_1559	ec:6.1.1.20	
lpl	lpl:lp_0912	ec:1.3.1.9	
lpl	lpl:lp_0609	ec:6.1.1.24	
lpl	lpl:lp_1199	ec:3.1.3.48	
lpl	lpl:lp_0744	ec:2.7.13.3	
lpl	lpl:lp_0937	ec:3.4.11.2	
lpl	lpl:lp_2031	ec:2.7.1.26	
lpl	lpl:lp_2031	ec:2.7.7.2	
lpl	lpl:lp_2935	ec:3.5.1.88	
lpl	lpl:lp_1782	ec:2.4.2.9	
lpl	lpl:lp_2323	ec:1.11.1.15	
lpl	lpl:lp_3132	ec:3.2.1.86	
lpl	lpl:lp_2721	ec:2.1.2.2	
lpl	lpl:lp_0366	ec:3.1.26.4	
lpl	lpl:lp_0566	ec:6.3.1.5	
lpl	lpl:lp_0416	ec:2.7.13.3	
lpl	lpl:lp_1109	ec:2.8.3.10	
lpl	lpl:lp_3123	ec:3.6.1.22	
lpl	lpl:lp_2720	ec:2.1.2.3	
lpl	lpl:lp_2720	ec:3.5.4.10	
lpl	lpl:lp_1169	ec:1.4.1.4	
lpl	lpl:lp_1614	ec:4.1.1.36	
lpl	lpl:lp_1614	ec:6.3.2.5	
lpl	lpl:lp_0755	ec:2.5.1.145	
lpl	lpl:lp_1108	ec:4.1.3.34	
lpl	lpl:lp_3492	ec:2.7.1.180	
lpl	lpl:lp_2219	ec:3.1.1.31	
lpl	lpl:lp_0337	ec:6.3.4.15	
lpl	lpl:lp_0854	ec:6.3.4.15	
lpl	lpl:lp_1470	ec:2.8.1.7	
lpl	lpl:lp_1470	ec:4.4.1.16	
lpl	lpl:lp_2861	ec:2.3.1.79	
lpl	lpl:lp_1245	ec:1.1.1.27	
lpl	lpl:lp_2181	ec:3.2.2.9	
lpl	lpl:lp_3469	ec:3.2.1.23	
lpl	lpl:lp_0850	ec:2.7.1.26	
lpl	lpl:lp_0850	ec:2.7.7.2	
lpl	lpl:lp_0910	ec:3.6.4.12	
lpl	lpl:lp_2321	ec:6.3.2.12	
lpl	lpl:lp_2321	ec:6.3.2.17	
lpl	lpl:lp_3296	ec:6.3.2.12	
lpl	lpl:lp_3296	ec:6.3.2.17	
lpl	lpl:lp_3645	ec:3.2.1.52	
lpl	lpl:lp_1135	ec:2.5.1.74	
lpl	lpl:lp_0529	ec:2.3.1.35	
lpl	lpl:lp_0529	ec:2.3.1.1	
lpl	lpl:lp_0797	ec:3.1.13.1	
lpl	lpl:lp_1413	ec:2.4.1.129	
lpl	lpl:lp_1413	ec:3.4.16.4	
lpl	lpl:lp_1289	ec:2.4.2.7	
lpl	lpl:lp_1067	ec:2.5.1.30	
lpl	lpl:lp_0567	ec:7.2.2.10	
lpl	lpl:lp_1599	ec:1.5.1.5	
lpl	lpl:lp_1599	ec:3.5.4.9	
lpl	lpl:lp_1602	ec:2.5.1.1	
lpl	lpl:lp_1602	ec:2.5.1.10	
lpl	lpl:lp_1602	ec:2.5.1.29	
lpl	lpl:lp_2792	ec:1.5.1.40	
lpl	lpl:lp_0590	ec:6.4.1.2	
lpl	lpl:lp_0590	ec:6.3.4.14	
lpl	lpl:lp_2136	ec:6.4.1.1	
lpl	lpl:lp_3435	ec:3.6.3.3	
lpl	lpl:lp_3435	ec:7.2.2.12	
lpl	lpl:lp_3263	ec:2.5.1.32	
lpl	lpl:lp_3517	ec:4.4.1.13	
lpl	lpl:lp_2751	ec:4.4.1.13	
lpl	lpl:lp_3662	ec:1.2.1.10	
lpl	lpl:lp_3662	ec:1.1.1.1	
lpl	lpl:lp_0250	ec:3.5.2.3	
lpl	lpl:lp_0114	ec:2.7.1.49	
lpl	lpl:lp_0114	ec:2.7.4.7	
lpl	lpl:lp_1406	ec:6.1.1.13	
lpl	lpl:lp_0690	ec:2.3.2.3	
lpl	lpl:lp_2017	ec:6.1.1.13	
lpl	lpl:lp_0841	ec:3.6.1.11	
lpl	lpl:lp_0841	ec:3.6.1.40	
lpl	lpl:lp_0446	ec:3.6.1.11	
lpl	lpl:lp_0446	ec:3.6.1.40	
lpl	lpl:lp_2888	ec:4.4.1.13	
lpl	lpl:lp_3480	ec:2.7.7.12	
lpl	lpl:lp_2761	ec:2.3.1.79	
lpl	lpl:lp_0843	ec:3.6.1.11	
lpl	lpl:lp_0843	ec:3.6.1.40	
lpl	lpl:lp_1437	ec:4.1.99.12	
lpl	lpl:lp_1437	ec:3.5.4.25	
lpl	lpl:lp_2267	ec:3.6.1.66	
lpl	lpl:lp_1150	ec:2.7.1.107	
lpl	lpl:lp_1151	ec:2.1.1.190	
lpl	lpl:lp_1968	ec:2.7.1.66	
lpl	lpl:lp_1837	ec:3.6.1.1	
lpl	lpl:lp_2497	ec:7.6.2.2	
lpl	lpl:lp_0368	ec:7.6.2.9	
lpl	lpl:lp_3629	ec:3.2.1.86	
lpl	lpl:lp_3512	ec:3.2.1.86	
lpl	lpl:lp_0906	ec:3.2.1.86	
lpl	lpl:lp_0730	ec:2.7.8.33	
lpl	lpl:lp_0730	ec:2.7.8.35	
lpl	lpl:lp_3211	ec:7.4.2.1	
lpl	lpl:lp_0696	ec:3.5.4.33	
lpl	lpl:lp_2693	ec:3.6.4.12	
lpl	lpl:lp_2694	ec:3.6.4.12	
lpl	lpl:lp_0255	ec:4.4.1.13	
lpl	lpl:lp_0256	ec:2.5.1.47	
lpl	lpl:lp_3055	ec:7.2.2.8	
lpl	lpl:lp_3363	ec:7.2.2.9	
lpl	lpl:lp_3627	ec:3.2.1.10	
lpl	lpl:lp_0469	ec:3.5.2.6	
lpl	lpl:lp_3262	ec:1.3.99.26	
lpl	lpl:lp_3262	ec:1.3.99.28	
lpl	lpl:lp_3262	ec:1.3.99.29	
lpl	lpl:lp_3262	ec:1.3.99.31	
lpl	lpl:lp_2341	ec:3.5.2.6	
lpl	lpl:lp_2699	ec:1.3.1.14	
lpl	lpl:lp_2966	ec:7.6.2.2	
lpl	lpl:lp_1010	ec:3.4.17.14	
lpl	lpl:lp_1817	ec:1.1.1.137	
lpl	lpl:lp_2302	ec:3.5.1.42	
lpl	lpl:lp_0268	ec:2.7.8.12	
lpl	lpl:lp_0818	ec:2.7.7.85	
lpl	lpl:lp_1819	ec:2.7.8.14	
lpl	lpl:lp_1819	ec:2.7.8.47	
lpl	lpl:lp_2278	ec:3.6.4.13	
lpl	lpl:lp_1275	ec:2.4.1.337	
lpl	lpl:lp_1283	ec:2.7.8.20	
lpl	lpl:lp_2580	ec:2.7.8.20	
lpl	lpl:lp_1571	ec:3.4.21.105	
lpl	lpl:lp_0170	ec:2.7.1.121	
lpl	lpl:lp_3603	ec:4.1.2.17	
lpl	lpl:lp_1787	ec:2.3.1.28	
lpl	lpl:lp_0043	ec:3.4.21.107	
lpl	lpl:lp_3236	ec:1.6.5.2	
lpl	lpl:lp_1315	ec:3.6.1.27	
lpl	lpl:lp_1380	ec:3.1.3.7	
lpl	lpl:lp_1380	ec:3.1.13.3	
lpl	lpl:lp_2279	ec:3.1.3.7	
lpl	lpl:lp_2279	ec:3.1.13.3	
lpl	lpl:lp_1660	ec:1.6.5.5	
lpl	lpl:lp_0082	ec:1.1.1.1	
lpl	lpl:lp_0291	ec:1.1.3.15	
lpl	lpl:lp_1374	ec:2.1.1.10	
lpl	lpl:lp_1374	ec:1.5.1.20	
lpl	lpl:lp_2932	ec:1.1.98.6	
lpl	lpl:lp_0350	ec:1.1.1.27	
lpl	lpl:lp_1095	ec:7.2.2.5	
lpl	lpl:lp_1618	ec:3.1.3.16	
lpl	lpl:lp_1619	ec:2.7.11.1	
lpl	lpl:lp_1721	ec:5.1.1.21	
lpl	lpl:lp_2520	ec:3.4.14.13	
lpl	lpl:lp_2757	ec:3.2.1.54	
lpl	lpl:lp_2757	ec:3.2.1.133	
lpl	lpl:lp_2757	ec:3.2.1.135	
lpl	lpl:lp_1816	ec:2.7.7.40	
lpl	lpl:lp_1723	ec:3.1.3.104	
lpl	lpl:lp_1496	ec:2.7.7.80	
lpl	lpl:lp_2330	ec:1.8.4.14	
lpl	lpl:lp_0531	ec:2.6.1.11	
lpl	lpl:lp_0531	ec:2.6.1.17	
lpl	lpl:lp_1697	ec:1.14.99.53	
lpl	lpl:lp_2585	ec:1.18.1.2	
lpl	lpl:lp_2585	ec:1.19.1.1	
lpl	lpl:lp_0012	ec:3.1.4.59	
lpl	lpl:lp_2945	ec:4.1.1.59	
lpl	lpl:lp_0137	ec:1.1.1.65	
lpl	lpl:lp_1118	ec:4.1.1.101	
lpl	lpl:lp_2961	ec:4.1.1.52	
lpl	lpl:lp_3555	ec:5.1.3.4	
lpl	lpl:lp_1320	ec:4.2.1.136	
lpl	lpl:lp_3194	ec:1.1.1.205	
lpl	lpl:lp_0104	ec:5.1.2.1	
lpl	lpl:lp_0433	ec:3.5.1.3	
lpl	lpl:lp_1820	ec:2.3.1.57	
lpl	lpl:lp_0106	ec:4.99.1.12	
lpl	lpl:lp_0107	ec:4.99.1.12	
lpl	lpl:lp_2537	ec:2.3.1.46	
lpl	lpl:lp_2537	ec:2.3.1.31	
lpl	lpl:lp_0803	ec:7.4.2.1	
lpl	lpl:lp_2110	ec:7.4.2.1	
lpl	lpl:lp_2724	ec:6.3.5.3	
lpl	lpl:lp_2725	ec:6.3.5.3	
lpl	lpl:lp_2725	ec:3.5.1.2	
lpl	lpl:lp_2726	ec:6.3.5.3	
lpl	lpl:lp_2380	ec:6.3.5.13	
lpl	lpl:lp_2382	ec:6.3.5.13	
lpl	lpl:lp_3408	ec:3.1.1.106	
lla	lla:L10433	ec:1.1.1.88	
lla	lla:L0055	ec:4.2.1.51	
lla	lla:L0005	ec:1.2.1.12	
lla	lla:L0006	ec:5.3.1.1	
lla	lla:L0007	ec:4.2.1.11	
lla	lla:L0008	ec:4.2.1.11	
lla	lla:L0009	ec:4.1.2.13	
lla	lla:L0010	ec:2.7.2.3	
lla	lla:L0011	ec:5.4.2.11	
lla	lla:L0012	ec:5.3.1.9	
lla	lla:L0014	ec:2.7.1.30	
lla	lla:L0016	ec:1.1.1.94	
lla	lla:L0017	ec:1.1.1.27	
lla	lla:L0018	ec:1.1.1.27	
lla	lla:L0019	ec:5.3.1.12	
lla	lla:L0020	ec:4.2.1.8	
lla	lla:L0021	ec:2.7.1.45	
lla	lla:L0024	ec:5.1.3.2	
lla	lla:L0025	ec:3.2.1.23	
lla	lla:L0473	ec:6.3.5.6	
lla	lla:L0473	ec:6.3.5.7	
lla	lla:L0474	ec:6.3.5.6	
lla	lla:L0474	ec:6.3.5.7	
lla	lla:L0475	ec:6.3.5.6	
lla	lla:L0475	ec:6.3.5.7	
lla	lla:L10014	ec:2.7.4.2	
lla	lla:L1007	ec:3.1.4.46	
lla	lla:L101560	ec:6.1.1.14	
lla	lla:L101678	ec:6.3.2.8	
lla	lla:L106374	ec:2.7.7.18	
lla	lla:L107797	ec:2.3.1.8	
lla	lla:L108994	ec:2.7.1.48	
lla	lla:L109335	ec:2.7.6.1	
lla	lla:L11083	ec:5.3.3.2	
lla	lla:L113067	ec:2.5.1.7	
lla	lla:L114827	ec:1.4.1.13	
lla	lla:L115968	ec:6.3.5.2	
lla	lla:L11745	ec:2.3.1.9	
lla	lla:L117718	ec:2.7.1.4	
lla	lla:L118079	ec:3.4.14.11	
lla	lla:L118481	ec:2.1.1.63	
lla	lla:L121426	ec:3.2.1.86	
lla	lla:L12179	ec:6.3.4.4	
lla	lla:L12335	ec:5.1.3.2	
lla	lla:L123581	ec:4.1.1.15	
lla	lla:L124628	ec:3.2.1.70	
lla	lla:L126739	ec:6.3.4.5	
lla	lla:L128690	ec:2.4.1.8	
lla	lla:L128692	ec:3.2.1.1	
lla	lla:L130687	ec:3.4.22.40	
lla	lla:L131805	ec:4.2.1.113	
lla	lla:L133761	ec:3.6.1.13	
lla	lla:L134243	ec:2.5.1.7	
lla	lla:L135991	ec:1.5.1.2	
lla	lla:L140690	ec:6.3.2.4	
lla	lla:L140714	ec:2.7.4.3	
lla	lla:L142159	ec:1.1.1.27	
lla	lla:L142722	ec:3.5.1.1	
lla	lla:L143791	ec:2.7.4.25	
lla	lla:L149295	ec:2.7.7.6	
lla	lla:L149828	ec:2.7.4.8	
lla	lla:L15012	ec:2.5.1.75	
lla	lla:L150515	ec:6.1.1.11	
lla	lla:L150584	ec:2.7.7.39	
lla	lla:L151330	ec:6.3.4.18	
lla	lla:L152487	ec:5.4.99.18	
lla	lla:L153005	ec:6.3.4.13	
lla	lla:L153408	ec:2.5.1.6	
lla	lla:L154481	ec:7.3.2.1	
lla	lla:L154925	ec:5.4.2.7	
lla	lla:L155044	ec:3.5.4.12	
lla	lla:L155408	ec:7.3.2.1	
lla	lla:L157055	ec:1.1.1.169	
lla	lla:L159505	ec:6.3.4.3	
lla	lla:L160425	ec:4.2.1.59	
lla	lla:L160442	ec:2.4.2.8	
lla	lla:L161132	ec:1.3.1.9	
lla	lla:L161132	ec:1.3.1.10	
lla	lla:L162872	ec:1.5.1.3	
lla	lla:L164012	ec:7.4.2.1	
lla	lla:L165202	ec:6.3.3.1	
lla	lla:L165490	ec:4.1.2.25	
lla	lla:L165490	ec:5.1.99.8	
lla	lla:L165490	ec:1.13.11.81	
lla	lla:L166614	ec:2.7.1.23	
lla	lla:L171350	ec:2.4.2.14	
lla	lla:L173068	ec:3.5.1.25	
lla	lla:L1734467	ec:2.3.1.79	
lla	lla:L175538	ec:2.4.2.9	
lla	lla:L177350	ec:6.3.2.6	
lla	lla:L177590	ec:2.7.7.9	
lla	lla:L179409	ec:5.3.1.8	
lla	lla:L181168	ec:3.6.1.23	
lla	lla:L181692	ec:4.1.1.23	
lla	lla:L182559	ec:2.1.1.45	
lla	lla:L182799	ec:2.7.7.41	
lla	lla:L183602	ec:2.5.1.31	
lla	lla:L184871	ec:2.7.1.21	
lla	lla:L188472	ec:2.1.1.297	
lla	lla:L192589	ec:1.3.98.1	
lla	lla:L193909	ec:3.4.11.7	
lla	lla:L196178	ec:3.6.1.7	
lla	lla:L197041	ec:2.7.7.24	
lla	lla:L198033	ec:6.3.5.5	
lla	lla:L198056	ec:3.1.11.2	
lla	lla:L19816	ec:2.7.7.39	
lla	lla:L198323	ec:5.1.3.13	
lla	lla:L199221	ec:4.2.1.46	
lla	lla:L21264	ec:1.1.1.205	
lla	lla:L22116	ec:3.2.1.86	
lla	lla:L22735	ec:2.4.2.7	
lla	lla:L25115	ec:2.4.2.8	
lla	lla:L25614	ec:2.7.6.1	
lla	lla:L25946	ec:2.3.1.9	
lla	lla:L27694	ec:1.1.1.100	
lla	lla:L29672	ec:2.7.8.5	
lla	lla:L320	ec:1.1.1.133	
lla	lla:L3227	ec:1.1.1.38	
lla	lla:L33416	ec:1.1.1.17	
lla	lla:L33556	ec:2.6.1.16	
lla	lla:L33782	ec:2.7.1.95	
lla	lla:L35675	ec:4.1.1.44	
lla	lla:L3846	ec:2.7.4.9	
lla	lla:L42912	ec:3.6.1.23	
lla	lla:L43866	ec:6.3.5.5	
lla	lla:L45002	ec:2.1.3.2	
lla	lla:L48154	ec:3.6.1.23	
lla	lla:L52019	ec:2.7.1.12	
lla	lla:L52034	ec:2.8.1.13	
lla	lla:L53699	ec:1.1.1.44	
lla	lla:L53699	ec:1.1.1.343	
lla	lla:L53929	ec:6.3.2.13	
lla	lla:L54803	ec:2.4.2.3	
lla	lla:L56232	ec:2.3.1.57	
lla	lla:L57408	ec:2.3.1.54	
lla	lla:L58858	ec:3.6.1.23	
lla	lla:L59867	ec:3.5.1.18	
lla	lla:L59930	ec:2.7.1.24	
lla	lla:L6128	ec:2.1.1.228	
lla	lla:L61355	ec:2.7.8.7	
lla	lla:L87453	ec:3.5.4.4	
lla	lla:L88187	ec:4.3.2.2	
lla	lla:L88252	ec:6.3.4.2	
lla	lla:L883	ec:3.4.11.18	
lla	lla:L90422	ec:3.4.11.9	
lla	lla:L9089	ec:4.1.1.33	
lla	lla:L9094	ec:2.7.7.7	
lla	lla:L91444	ec:2.7.8.13	
lla	lla:L92665	ec:5.1.1.13	
lla	lla:L92850	ec:2.7.2.2	
lla	lla:L93500	ec:2.3.1.234	
lla	lla:L93826	ec:2.7.2.2	
lla	lla:L94809	ec:2.7.1.50	
lla	lla:L95975	ec:2.7.7.27	
lla	lla:L96847	ec:3.4.13.9	
lla	lla:L97415	ec:7.3.2.2	
lla	lla:L98310	ec:5.1.3.14	
lla	lla:L98347	ec:2.4.1.21	
lla	lla:L99884	ec:2.4.1.1	
lla	lla:L0028	ec:2.7.1.6	
lla	lla:L0029	ec:5.1.3.3	
lla	lla:L0032	ec:2.7.1.56	
lla	lla:L0033	ec:1.2.4.1	
lla	lla:L0034	ec:1.2.4.1	
lla	lla:L0035	ec:2.3.1.12	
lla	lla:L0036	ec:1.8.1.4	
lla	lla:L0038	ec:6.2.1.22	
lla	lla:L00396	ec:6.3.5.4	
lla	lla:L0040	ec:4.1.3.34	
lla	lla:L0043	ec:2.2.1.1	
lla	lla:L0044	ec:1.1.1.49	
lla	lla:L0044	ec:1.1.1.363	
