Batch	Plate	Well	No	Extraction	Species_name	Incubated	Drug	Concentration	Replicate	Drug_measured	Intensity	IntensityNorm	Standard	StandardIntensity
Batch 4	Plate 4	B10	-	supernatant	no bug	Yes	Duloxetine	0	3	Roflumilast	0	0	Fluoxetine_IS	387000
Batch 4	Plate 4	B11	-	total	no bug	Yes	Duloxetine	10	2	Roflumilast			Fluoxetine_IS	389000
Batch 4	Plate 4	B12	-	total	E. coli IAI1	Yes	Duloxetine	10	1	Roflumilast			Fluoxetine_IS	381000
Batch 4	Plate 4	C01	-	total	E. coli IAI1	Yes	Duloxetine	10	2	Roflumilast			Fluoxetine_IS	428000
Batch 4	Plate 4	C02	-	total	E. coli IAI1	Yes	Duloxetine	10	3	Roflumilast			Fluoxetine_IS	437000
Batch 4	Plate 4	C03	-	total	no bug	Yes	Duloxetine	10	3	Roflumilast			Fluoxetine_IS	408000
Batch 4	Plate 4	C04	-	supernatant	no bug	Yes	Duloxetine	10	2	Roflumilast			Fluoxetine_IS	415000
Batch 4	Plate 4	C05	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	1	Roflumilast			Fluoxetine_IS	443000
Batch 4	Plate 4	C06	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	2	Roflumilast			Fluoxetine_IS	410000
Batch 4	Plate 4	C07	-	supernatant	E. coli IAI1	Yes	Duloxetine	10	3	Roflumilast			Fluoxetine_IS	435000
Batch 4	Plate 4	C08	-	supernatant	no bug	Yes	Duloxetine	10	3	Roflumilast			Fluoxetine_IS	405000
Batch 4	Plate 4	C09	-	total	no bug	Yes	Duloxetine	20	2	Roflumilast			Fluoxetine_IS	421000
Batch 4	Plate 4	C10	-	total	E. coli IAI1	Yes	Duloxetine	20	1	Roflumilast			Fluoxetine_IS	432000
Batch 4	Plate 4	C11	-	total	E. coli IAI1	Yes	Duloxetine	20	2	Roflumilast			Fluoxetine_IS	414000
Batch 4	Plate 4	C12	-	total	E. coli IAI1	Yes	Duloxetine	20	3	Roflumilast			Fluoxetine_IS	401000
Batch 4	Plate 4	D01	-	total	no bug	Yes	Duloxetine	20	3	Roflumilast			Fluoxetine_IS	427000
Batch 4	Plate 4	D02	-	supernatant	no bug	Yes	Duloxetine	20	2	Roflumilast			Fluoxetine_IS	420000
Batch 4	Plate 4	D03	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	1	Roflumilast			Fluoxetine_IS	419000
Batch 4	Plate 4	D04	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	2	Roflumilast			Fluoxetine_IS	421000
Batch 4	Plate 4	D05	-	supernatant	E. coli IAI1	Yes	Duloxetine	20	3	Roflumilast			Fluoxetine_IS	409000
Batch 4	Plate 4	D06	-	supernatant	no bug	Yes	Duloxetine	20	3	Roflumilast			Fluoxetine_IS	376000
Batch 4	Plate 4	D07	-	total	no bug	Yes	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	407000
Batch 4	Plate 4	D08	-	total	E. coli IAI1	Yes	Duloxetine	30	1	Roflumilast			Fluoxetine_IS	436000
Batch 4	Plate 4	D09	-	total	E. coli IAI1	Yes	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	425000
Batch 4	Plate 4	D10	-	total	E. coli IAI1	Yes	Duloxetine	30	3	Roflumilast			Fluoxetine_IS	419000
Batch 4	Plate 4	D11	-	total	no bug	Yes	Duloxetine	30	3	Roflumilast			Fluoxetine_IS	439000
Batch 4	Plate 4	D12	-	supernatant	no bug	Yes	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	445000
Batch 4	Plate 4	E01	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	1	Roflumilast			Fluoxetine_IS	436000
Batch 4	Plate 4	E02	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	429000
Batch 4	Plate 4	E03	-	supernatant	E. coli IAI1	Yes	Duloxetine	30	3	Roflumilast			Fluoxetine_IS	435000
Batch 4	Plate 4	E04	-	supernatant	no bug	Yes	Duloxetine	30	3	Roflumilast			Fluoxetine_IS	394000
Batch 4	Plate 4	E05	-	total	no bug	Yes	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	412000
Batch 4	Plate 4	E06	-	total	E. coli IAI1	Yes	Duloxetine	40	1	Roflumilast			Fluoxetine_IS	450000
Batch 4	Plate 4	E07	-	total	E. coli IAI1	Yes	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	413000
Batch 4	Plate 4	E08	-	total	E. coli IAI1	Yes	Duloxetine	40	3	Roflumilast			Fluoxetine_IS	435000
Batch 4	Plate 4	E09	-	total	no bug	Yes	Duloxetine	40	3	Roflumilast			Fluoxetine_IS	416000
Batch 4	Plate 4	E10	-	supernatant	no bug	Yes	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	413000
Batch 4	Plate 4	E11	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	1	Roflumilast			Fluoxetine_IS	430000
Batch 4	Plate 4	E12	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	425000
Batch 4	Plate 4	F01	-	supernatant	E. coli IAI1	Yes	Duloxetine	40	3	Roflumilast			Fluoxetine_IS	444000
Batch 4	Plate 4	F02	-	supernatant	no bug	Yes	Duloxetine	40	3	Roflumilast			Fluoxetine_IS	415000
Batch 4	Plate 4	F03	-	total	no bug	Yes	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	375000
Batch 4	Plate 4	F04	-	total	E. coli IAI1	Yes	Duloxetine	50	1	Roflumilast			Fluoxetine_IS	416000
Batch 4	Plate 4	F05	-	total	E. coli IAI1	Yes	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	429000
Batch 4	Plate 4	F06	-	total	E. coli IAI1	Yes	Duloxetine	50	3	Roflumilast			Fluoxetine_IS	420000
Batch 4	Plate 4	F07	-	total	no bug	Yes	Duloxetine	50	3	Roflumilast			Fluoxetine_IS	423000
Batch 4	Plate 4	F08	-	supernatant	no bug	Yes	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	439000
Batch 4	Plate 4	F09	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	1	Roflumilast			Fluoxetine_IS	430000
Batch 4	Plate 4	F10	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	404000
Batch 4	Plate 4	F11	-	supernatant	E. coli IAI1	Yes	Duloxetine	50	3	Roflumilast			Fluoxetine_IS	428000
Batch 4	Plate 4	F12	-	supernatant	no bug	Yes	Duloxetine	50	3	Roflumilast			Fluoxetine_IS	410000
Batch 4	Plate 4	G01	-	total	no bug	Yes	Duloxetine	70	2	Roflumilast			Fluoxetine_IS	406000
Batch 4	Plate 4	G02	-	total	E. coli IAI1	Yes	Duloxetine	70	1	Roflumilast			Fluoxetine_IS	401000
Batch 4	Plate 4	G03	-	total	E. coli IAI1	Yes	Duloxetine	70	2	Roflumilast			Fluoxetine_IS	449000
Batch 4	Plate 4	G04	-	total	E. coli IAI1	Yes	Duloxetine	70	3	Roflumilast			Fluoxetine_IS	440000
Batch 4	Plate 4	G05	-	total	no bug	Yes	Duloxetine	70	3	Roflumilast			Fluoxetine_IS	414000
Batch 4	Plate 4	G06	-	supernatant	no bug	Yes	Duloxetine	70	2	Roflumilast			Fluoxetine_IS	414000
Batch 4	Plate 4	G07	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	1	Roflumilast			Fluoxetine_IS	431000
Batch 4	Plate 4	G08	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	2	Roflumilast			Fluoxetine_IS	405000
Batch 4	Plate 4	G09	-	supernatant	E. coli IAI1	Yes	Duloxetine	70	3	Roflumilast			Fluoxetine_IS	428000
Batch 4	Plate 4	G10	-	supernatant	no bug	Yes	Duloxetine	70	3	Roflumilast			Fluoxetine_IS	425000
Batch 4	Plate 4	G11	-	-	no bug	-	-	0	1	Roflumilast	0	0	Fluoxetine_IS	442000
Batch 4	Plate 4	G12	-	-	no bug	-	-	0	2	Roflumilast	0	0	Fluoxetine_IS	439000
Batch 4	Plate 4	H01	-	total	E. coli IAI1	No	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	427000
Batch 4	Plate 4	H02	-	total	E. coli IAI1	No	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	444000
Batch 4	Plate 4	H03	-	total	E. coli IAI1	No	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	416000
Batch 4	Plate 4	H04	-	total	no bug	Yes	Duloxetine	30	4	Roflumilast			Fluoxetine_IS	407000
Batch 4	Plate 4	H05	-	total	no bug	Yes	Duloxetine	40	4	Roflumilast			Fluoxetine_IS	378000
Batch 4	Plate 4	H06	-	total	no bug	Yes	Duloxetine	50	4	Roflumilast			Fluoxetine_IS	391000
Batch 4	Plate 4	H07	-	supernatant	E. coli IAI1	No	Duloxetine	30	2	Roflumilast			Fluoxetine_IS	401000
Batch 4	Plate 4	H08	-	supernatant	E. coli IAI1	No	Duloxetine	40	2	Roflumilast			Fluoxetine_IS	428000
Batch 4	Plate 4	H09	-	supernatant	E. coli IAI1	No	Duloxetine	50	2	Roflumilast			Fluoxetine_IS	405000
Batch 4	Plate 4	H10	-	supernatant	no bug	Yes	Duloxetine	30	4	Roflumilast			Fluoxetine_IS	394000
Batch 4	Plate 4	H11	-	supernatant	no bug	Yes	Duloxetine	40	4	Roflumilast			Fluoxetine_IS	400000
Batch 4	Plate 4	H12	-	supernatant	no bug	Yes	Duloxetine	50	4	Roflumilast			Fluoxetine_IS	379000
Batch 3	Plate 1	A01	29	total	no bug	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	721647.9977
Batch 3	Plate 1	A02	29	total	no bug	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	741135.8806
Batch 3	Plate 1	A03	29	supernatant	no bug	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	648003.8702
Batch 3	Plate 1	A04	29	supernatant	no bug	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	790803.0357
Batch 3	Plate 1	A05	30	total	no bug	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	787294.3186
Batch 3	Plate 1	A06	30	total	no bug	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	850471.5934
Batch 3	Plate 1	A07	30	supernatant	no bug	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	746265.7476
Batch 3	Plate 1	A08	30	supernatant	no bug	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	703142.1234
Batch 3	Plate 1	A09	31	total	no bug	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	805874.4808
Batch 3	Plate 1	A10	31	total	no bug	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	748803.8289
Batch 3	Plate 1	A11	31	supernatant	no bug	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	3551582.331
Batch 3	Plate 1	A12	31	supernatant	no bug	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	3776820.687
Batch 3	Plate 1	B01	32	total	no bug	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	1393163.945
Batch 3	Plate 1	B02	32	total	no bug	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	783302.0163
Batch 3	Plate 1	B03	32	supernatant	no bug	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	778443.3028
Batch 3	Plate 1	B04	32	supernatant	no bug	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	752275.9255
Batch 3	Plate 1	B05	33	total	no bug	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	828668.2383
Batch 3	Plate 1	B06	33	total	no bug	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	1024372.103
Batch 3	Plate 1	B07	33	supernatant	no bug	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	802096.5657
Batch 3	Plate 1	B08	33	supernatant	no bug	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	1401734.953
Batch 3	Plate 1	B09	34	total	no bug	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	750379.7587
Batch 3	Plate 1	B10	34	total	no bug	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	767855.9009
Batch 3	Plate 1	B11	34	supernatant	no bug	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	714749.833
Batch 3	Plate 1	B12	34	supernatant	no bug	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	711941.37
Batch 3	Plate 1	C01	35	total	no bug	Yes	Duloxetine	70	1	Rosiglitazone			Fluoxetine_IS	1019823.341
Batch 3	Plate 1	C02	35	total	no bug	Yes	Duloxetine	70	2	Rosiglitazone			Fluoxetine_IS	969754.9745
Batch 3	Plate 1	C03	35	supernatant	no bug	Yes	Duloxetine	70	1	Rosiglitazone			Fluoxetine_IS	716020.3016
Batch 3	Plate 1	C04	35	supernatant	no bug	Yes	Duloxetine	70	2	Rosiglitazone			Fluoxetine_IS	732834.713
Batch 3	Plate 1	C05	1	total	L. lactis	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	1059135.762
Batch 3	Plate 1	C06	1	total	L. lactis	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	900761.9048
Batch 3	Plate 1	C07	1	total	L. lactis	Yes	Duloxetine	0	3	Rosiglitazone	0	0	Fluoxetine_IS	907114.22
Batch 3	Plate 1	C08	1	total	L. lactis	Yes	Duloxetine	0	4	Rosiglitazone	0	0	Fluoxetine_IS	895699.4536
Batch 3	Plate 1	C09	1	supernatant	L. lactis	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	1269293.089
Batch 3	Plate 1	C10	1	supernatant	L. lactis	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	1241621.629
Batch 3	Plate 1	C11	1	supernatant	L. lactis	Yes	Duloxetine	0	3	Rosiglitazone	0	0	Fluoxetine_IS	1252912.673
Batch 3	Plate 1	C12	1	supernatant	L. lactis	Yes	Duloxetine	0	4	Rosiglitazone	0	0	Fluoxetine_IS	1205961.197
Batch 3	Plate 1	D01	2	total	L. lactis	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	852715.2181
Batch 3	Plate 1	D02	2	total	L. lactis	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	782953.9105
Batch 3	Plate 1	D03	2	total	L. lactis	Yes	Duloxetine	10	3	Rosiglitazone			Fluoxetine_IS	805284.7932
Batch 3	Plate 1	D04	2	total	L. lactis	Yes	Duloxetine	10	4	Rosiglitazone			Fluoxetine_IS	783339.4998
Batch 3	Plate 1	D05	2	supernatant	L. lactis	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	943229.9088
Batch 3	Plate 1	D06	2	supernatant	L. lactis	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	916162.5495
Batch 3	Plate 1	D07	2	supernatant	L. lactis	Yes	Duloxetine	10	3	Rosiglitazone			Fluoxetine_IS	953310.7298
Batch 3	Plate 1	D08	2	supernatant	L. lactis	Yes	Duloxetine	10	4	Rosiglitazone			Fluoxetine_IS	925151.8678
Batch 3	Plate 1	D09	3	total	L. lactis	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	834426.3202
Batch 3	Plate 1	D10	3	total	L. lactis	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	810003.2436
Batch 3	Plate 1	D11	3	total	L. lactis	Yes	Duloxetine	20	3	Rosiglitazone			Fluoxetine_IS	847611.5599
Batch 3	Plate 1	D12	3	total	L. lactis	Yes	Duloxetine	20	4	Rosiglitazone			Fluoxetine_IS	801462.7418
Batch 3	Plate 1	E01	3	supernatant	L. lactis	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	865275.0756
Batch 3	Plate 1	E02	3	supernatant	L. lactis	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	851049.2702
Batch 3	Plate 1	E03	3	supernatant	L. lactis	Yes	Duloxetine	20	3	Rosiglitazone			Fluoxetine_IS	867972.3916
Batch 3	Plate 1	E04	3	supernatant	L. lactis	Yes	Duloxetine	20	4	Rosiglitazone			Fluoxetine_IS	884009.859
Batch 3	Plate 1	E05	4	total	L. lactis	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	1358512.248
Batch 3	Plate 1	E06	4	total	L. lactis	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	1319200.592
Batch 3	Plate 1	E07	4	total	L. lactis	Yes	Duloxetine	30	3	Rosiglitazone			Fluoxetine_IS	1331243.913
Batch 3	Plate 1	E08	4	total	L. lactis	Yes	Duloxetine	30	4	Rosiglitazone			Fluoxetine_IS	1334479.856
Batch 3	Plate 1	E09	4	supernatant	L. lactis	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	966810.081
Batch 3	Plate 1	E10	4	supernatant	L. lactis	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	939565.9732
Batch 3	Plate 1	E11	4	supernatant	L. lactis	Yes	Duloxetine	30	3	Rosiglitazone			Fluoxetine_IS	947271.5995
Batch 3	Plate 1	E12	4	supernatant	L. lactis	Yes	Duloxetine	30	4	Rosiglitazone			Fluoxetine_IS	886278.2485
Batch 3	Plate 1	F01	5	total	L. lactis	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	932872.1926
Batch 3	Plate 1	F02	5	total	L. lactis	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	914521.6126
Batch 3	Plate 1	F03	5	total	L. lactis	Yes	Duloxetine	40	3	Rosiglitazone			Fluoxetine_IS	943811.8049
Batch 3	Plate 1	F04	5	total	L. lactis	Yes	Duloxetine	40	4	Rosiglitazone			Fluoxetine_IS	910213.3171
Batch 3	Plate 1	F05	5	supernatant	L. lactis	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	1946686.145
Batch 3	Plate 1	F06	5	supernatant	L. lactis	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	1978306.405
Batch 3	Plate 1	F07	5	supernatant	L. lactis	Yes	Duloxetine	40	3	Rosiglitazone			Fluoxetine_IS	2459825.29
Batch 3	Plate 1	F08	5	supernatant	L. lactis	Yes	Duloxetine	40	4	Rosiglitazone			Fluoxetine_IS	1838544.117
Batch 3	Plate 1	F09	6	total	L. lactis	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	276061.8201
Batch 3	Plate 1	F10	6	total	L. lactis	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	311587.7081
Batch 3	Plate 1	F11	6	total	L. lactis	Yes	Duloxetine	50	3	Rosiglitazone			Fluoxetine_IS	668099.9172
Batch 3	Plate 1	F12	6	total	L. lactis	Yes	Duloxetine	50	4	Rosiglitazone			Fluoxetine_IS	441893.6475
Batch 3	Plate 1	G01	6	supernatant	L. lactis	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	693250.0244
Batch 3	Plate 1	G02	6	supernatant	L. lactis	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	768555.2559
Batch 3	Plate 1	G03	6	supernatant	L. lactis	Yes	Duloxetine	50	3	Rosiglitazone			Fluoxetine_IS	734035.5106
Batch 3	Plate 1	G04	6	supernatant	L. lactis	Yes	Duloxetine	50	4	Rosiglitazone			Fluoxetine_IS	762101.5885
Batch 3	Plate 1	G05	7	total	L. lactis	Yes	Duloxetine	70	1	Rosiglitazone			Fluoxetine_IS	670914.3169
Batch 3	Plate 1	G06	7	total	L. lactis	Yes	Duloxetine	70	2	Rosiglitazone			Fluoxetine_IS	635482.0161
Batch 3	Plate 1	G07	7	total	L. lactis	Yes	Duloxetine	70	3	Rosiglitazone			Fluoxetine_IS	695773.4945
Batch 3	Plate 1	G08	7	total	L. lactis	Yes	Duloxetine	70	4	Rosiglitazone			Fluoxetine_IS	655657.5965
Batch 3	Plate 1	G09	7	supernatant	L. lactis	Yes	Duloxetine	70	1	Rosiglitazone			Fluoxetine_IS	615271.5978
Batch 3	Plate 1	G10	7	supernatant	L. lactis	Yes	Duloxetine	70	2	Rosiglitazone			Fluoxetine_IS	651980.8394
Batch 3	Plate 1	G11	7	supernatant	L. lactis	Yes	Duloxetine	70	3	Rosiglitazone			Fluoxetine_IS	559831.9903
Batch 3	Plate 1	G12	7	supernatant	L. lactis	Yes	Duloxetine	70	4	Rosiglitazone			Fluoxetine_IS	749745.1723
Batch 3	Plate 1	H01	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	748344.2409
Batch 3	Plate 1	H02	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	681968.7977
Batch 3	Plate 1	H03	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	3	Rosiglitazone	0	0	Fluoxetine_IS	661567.7792
Batch 3	Plate 1	H04	8	total	Escherichia coli ED1a	Yes	Duloxetine	0	4	Rosiglitazone	0	0	Fluoxetine_IS	1360333.839
Batch 3	Plate 1	H05	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	1	Rosiglitazone	0	0	Fluoxetine_IS	620575.5474
Batch 3	Plate 1	H06	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	2	Rosiglitazone	0	0	Fluoxetine_IS	585192.2196
Batch 3	Plate 1	H07	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	3	Rosiglitazone	0	0	Fluoxetine_IS	748388.369
Batch 3	Plate 1	H08	8	supernatant	Escherichia coli ED1a	Yes	Duloxetine	0	4	Rosiglitazone	0	0	Fluoxetine_IS	609315.1779
Batch 3	Plate 1	H09	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	5222358.805
Batch 3	Plate 1	H10	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	4312294.314
Batch 3	Plate 1	H11	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	3	Rosiglitazone			Fluoxetine_IS	6208314.358
Batch 3	Plate 1	H12	9	total	Escherichia coli ED1a	Yes	Duloxetine	10	4	Rosiglitazone			Fluoxetine_IS	4477019.02
Batch 3	Plate 2	A01	9	supernatant	Escherichia coli ED1a	Yes	Duloxetine	10	1	Rosiglitazone			Fluoxetine_IS	719019.0036
Batch 3	Plate 2	A02	9	supernatant	Escherichia coli ED1a	Yes	Duloxetine	10	2	Rosiglitazone			Fluoxetine_IS	432061.6655
Batch 3	Plate 2	A03	9	supernatant	Escherichia coli ED1a	Yes	Duloxetine	10	3	Rosiglitazone			Fluoxetine_IS	537087.0805
Batch 3	Plate 2	A04	9	supernatant	Escherichia coli ED1a	Yes	Duloxetine	10	4	Rosiglitazone			Fluoxetine_IS	604587.7107
Batch 3	Plate 2	A05	10	total	Escherichia coli ED1a	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	733386.7564
Batch 3	Plate 2	A06	10	total	Escherichia coli ED1a	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	331605.3022
Batch 3	Plate 2	A07	10	total	Escherichia coli ED1a	Yes	Duloxetine	20	3	Rosiglitazone			Fluoxetine_IS	722605.5711
Batch 3	Plate 2	A08	10	total	Escherichia coli ED1a	Yes	Duloxetine	20	4	Rosiglitazone			Fluoxetine_IS	704275.6138
Batch 3	Plate 2	A09	10	supernatant	Escherichia coli ED1a	Yes	Duloxetine	20	1	Rosiglitazone			Fluoxetine_IS	190911.2704
Batch 3	Plate 2	A10	10	supernatant	Escherichia coli ED1a	Yes	Duloxetine	20	2	Rosiglitazone			Fluoxetine_IS	166352.6551
Batch 3	Plate 2	A11	10	supernatant	Escherichia coli ED1a	Yes	Duloxetine	20	3	Rosiglitazone			Fluoxetine_IS	207266.3015
Batch 3	Plate 2	A12	10	supernatant	Escherichia coli ED1a	Yes	Duloxetine	20	4	Rosiglitazone			Fluoxetine_IS	873718.0327
Batch 3	Plate 2	B01	11	total	Escherichia coli ED1a	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	188193.7565
Batch 3	Plate 2	B02	11	total	Escherichia coli ED1a	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	274187.8211
Batch 3	Plate 2	B03	11	total	Escherichia coli ED1a	Yes	Duloxetine	30	3	Rosiglitazone			Fluoxetine_IS	172541.6722
Batch 3	Plate 2	B04	11	total	Escherichia coli ED1a	Yes	Duloxetine	30	4	Rosiglitazone			Fluoxetine_IS	756291.6409
Batch 3	Plate 2	B05	11	supernatant	Escherichia coli ED1a	Yes	Duloxetine	30	1	Rosiglitazone			Fluoxetine_IS	696339.1291
Batch 3	Plate 2	B06	11	supernatant	Escherichia coli ED1a	Yes	Duloxetine	30	2	Rosiglitazone			Fluoxetine_IS	781520.1964
Batch 3	Plate 2	B07	11	supernatant	Escherichia coli ED1a	Yes	Duloxetine	30	3	Rosiglitazone			Fluoxetine_IS	210344.7435
Batch 3	Plate 2	B08	11	supernatant	Escherichia coli ED1a	Yes	Duloxetine	30	4	Rosiglitazone			Fluoxetine_IS	217832.8741
Batch 3	Plate 2	B09	12	total	Escherichia coli ED1a	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	489183.6884
Batch 3	Plate 2	B10	12	total	Escherichia coli ED1a	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	454140.0853
Batch 3	Plate 2	B11	12	total	Escherichia coli ED1a	Yes	Duloxetine	40	3	Rosiglitazone			Fluoxetine_IS	451104.0607
Batch 3	Plate 2	B12	12	total	Escherichia coli ED1a	Yes	Duloxetine	40	4	Rosiglitazone			Fluoxetine_IS	378954.5885
Batch 3	Plate 2	C01	12	supernatant	Escherichia coli ED1a	Yes	Duloxetine	40	1	Rosiglitazone			Fluoxetine_IS	248449.5157
Batch 3	Plate 2	C02	12	supernatant	Escherichia coli ED1a	Yes	Duloxetine	40	2	Rosiglitazone			Fluoxetine_IS	291489.6536
Batch 3	Plate 2	C03	12	supernatant	Escherichia coli ED1a	Yes	Duloxetine	40	3	Rosiglitazone			Fluoxetine_IS	456198.8044
Batch 3	Plate 2	C04	12	supernatant	Escherichia coli ED1a	Yes	Duloxetine	40	4	Rosiglitazone			Fluoxetine_IS	735120.6092
Batch 3	Plate 2	C05	13	total	Escherichia coli ED1a	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	669738.3157
Batch 3	Plate 2	C06	13	total	Escherichia coli ED1a	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	653575.4381
Batch 3	Plate 2	C07	13	total	Escherichia coli ED1a	Yes	Duloxetine	50	3	Rosiglitazone			Fluoxetine_IS	738725.9541
Batch 3	Plate 2	C08	13	total	Escherichia coli ED1a	Yes	Duloxetine	50	4	Rosiglitazone			Fluoxetine_IS	750619.721
Batch 3	Plate 2	C09	13	supernatant	Escherichia coli ED1a	Yes	Duloxetine	50	1	Rosiglitazone			Fluoxetine_IS	356917.8474
Batch 3	Plate 2	C10	13	supernatant	Escherichia coli ED1a	Yes	Duloxetine	50	2	Rosiglitazone			Fluoxetine_IS	255205.6757
Batch 3	Plate 2	C11	13	supernatant	Escherichia coli ED1a	Yes	Duloxetine	50	3	Rosiglitazone			Fluoxetine_IS	371433.687
