organism	preparation	original_protein_id	hit	rossman_hit	rossman_family
E. coli IAI1	whole_cell	P0AG86	No	No	NA
E. coli IAI1	whole_cell	P0AG90	No	No	NA
E. coli IAI1	whole_cell	P0AG93	No	No	NA
E. coli IAI1	whole_cell	P0AG96	Yes	No	NA
E. coli IAI1	whole_cell	P0AG99	No	No	NA
E. coli IAI1	whole_cell	P0AGA2	No	No	NA
E. coli IAI1	whole_cell	P0AGB0	No	Yes	3.40.50.1000
E. coli IAI1	whole_cell	P0AGB6	No	No	NA
E. coli IAI1	whole_cell	P0AGC3	No	No	NA
E. coli IAI1	whole_cell	P0AGD3	No	No	NA
E. coli IAI1	whole_cell	P0AGD7	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P0AGE0	No	No	NA
E. coli IAI1	whole_cell	P0AGE4	No	No	NA
E. coli IAI1	whole_cell	P0AGE6	Yes	Yes	3.40.50.360
E. coli IAI1	whole_cell	P0AGE9	No	Yes	3.40.50.261
E. coli IAI1	whole_cell	P0AGF2	No	No	NA
E. coli IAI1	whole_cell	P0AGF6	Yes	Yes	3.40.50.1100
E. coli IAI1	whole_cell	P0AGG0	No	No	NA
E. coli IAI1	whole_cell	P0AGG2	No	No	NA
E. coli IAI1	whole_cell	P0AGG4	No	No	NA
E. coli IAI1	whole_cell	P0AGG8	No	No	NA
E. coli IAI1	whole_cell	P0AGH1	Yes	No	NA
E. coli IAI1	whole_cell	P0AGI8	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P0AGJ5	No	No	NA
E. coli IAI1	whole_cell	P0AGJ7	Yes	No	NA
E. coli IAI1	whole_cell	P0AGJ9	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P0AGK4	No	No	NA
E. coli IAI1	whole_cell	P0AGL2	No	No	NA
E. coli IAI1	whole_cell	P0AGL7	No	No	NA
E. coli IAI1	whole_cell	P0AGM7	No	No	NA
E. coli IAI1	whole_cell	P0C018	No	No	NA
E. coli IAI1	whole_cell	P0C037	No	No	NA
E. coli IAI1	whole_cell	P0C054	No	No	NA
E. coli IAI1	whole_cell	P0C077	No	No	NA
E. coli IAI1	whole_cell	P0C079	No	No	NA
E. coli IAI1	whole_cell	P0C093	Yes	No	NA
E. coli IAI1	whole_cell	P0C0K3	No	No	NA
E. coli IAI1	whole_cell	P0C0L2	No	No	NA
E. coli IAI1	whole_cell	P0C0L7	No	No	NA
E. coli IAI1	whole_cell	P0C0R7	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P0C0S1	Yes	No	NA
E. coli IAI1	whole_cell	P0C0U4	Yes	Yes	3.40.50.20
E. coli IAI1	whole_cell	P0C0V0	No	No	NA
E. coli IAI1	whole_cell	P0CB39	No	No	NA
E. coli IAI1	whole_cell	P0CE47|P0CE48	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P0CG19	No	No	NA
E. coli IAI1	whole_cell	P0DMC5	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P0DMC7	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P10100	No	No	NA
E. coli IAI1	whole_cell	P10121	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P10371	No	No	NA
E. coli IAI1	whole_cell	P10384	No	No	NA
E. coli IAI1	whole_cell	P10408	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P10443	No	No	NA
E. coli IAI1	whole_cell	P10902	No	No	NA
E. coli IAI1	whole_cell	P10903	Yes	No	NA
E. coli IAI1	whole_cell	P10908	No	No	NA
E. coli IAI1	whole_cell	P11349	No	No	NA
E. coli IAI1	whole_cell	P11447	No	No	NA
E. coli IAI1	whole_cell	P11454	No	Yes	3.40.50.980
E. coli IAI1	whole_cell	P11553	No	No	NA
E. coli IAI1	whole_cell	P11557	No	No	NA
E. coli IAI1	whole_cell	P11875	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P11880	No	No	NA
E. coli IAI1	whole_cell	P12008	No	No	NA
E. coli IAI1	whole_cell	P12281	No	No	NA
E. coli IAI1	whole_cell	P12282	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P12295	No	No	NA
E. coli IAI1	whole_cell	P12758	Yes	Yes	3.40.50.1580
E. coli IAI1	whole_cell	P13009	Yes	Yes	3.40.50.280
E. coli IAI1	whole_cell	P13016	Yes	No	NA
E. coli IAI1	whole_cell	P13024	No	No	NA
E. coli IAI1	whole_cell	P13029	Yes	No	NA
E. coli IAI1	whole_cell	P13033	Yes	No	NA
E. coli IAI1	whole_cell	P13035	No	No	NA
E. coli IAI1	whole_cell	P13458	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P13518	No	No	NA
E. coli IAI1	whole_cell	P13857	No	No	NA
E. coli IAI1	whole_cell	P14081	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P14175	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P14294	No	Yes	3.40.50.140
E. coli IAI1	whole_cell	P14375	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P14407	No	No	NA
E. coli IAI1	whole_cell	P14900	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P15034	No	No	NA
E. coli IAI1	whole_cell	P15038	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P15042	No	Yes	3.40.50.10190
E. coli IAI1	whole_cell	P15067	No	No	NA
E. coli IAI1	whole_cell	P15070	No	No	NA
E. coli IAI1	whole_cell	P15082	No	Yes	3.40.50.1360
E. coli IAI1	whole_cell	P15254	No	Yes	3.40.50.880
E. coli IAI1	whole_cell	P15288	No	No	NA
E. coli IAI1	whole_cell	P15373	Yes	No	NA
E. coli IAI1	whole_cell	P15639	Yes	Yes	3.40.50.1380
E. coli IAI1	whole_cell	P15640	No	Yes	3.40.50.20
E. coli IAI1	whole_cell	P15723	No	No	NA
E. coli IAI1	whole_cell	P15977	No	No	NA
E. coli IAI1	whole_cell	P16095	No	No	NA
E. coli IAI1	whole_cell	P16384	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P16429	No	No	NA
E. coli IAI1	whole_cell	P16430	No	No	NA
E. coli IAI1	whole_cell	P16431	No	No	NA
E. coli IAI1	whole_cell	P16432	Yes	No	NA
E. coli IAI1	whole_cell	P16433	No	Yes	3.40.50.700
E. coli IAI1	whole_cell	P16456	Yes	No	NA
E. coli IAI1	whole_cell	P16659	Yes	Yes	3.40.50.800
E. coli IAI1	whole_cell	P16700	No	No	NA
E. coli IAI1	whole_cell	P16703	Yes	Yes	3.40.50.1100
E. coli IAI1	whole_cell	P16926	No	No	NA
E. coli IAI1	whole_cell	P17109	Yes	Yes	3.40.50.970
E. coli IAI1	whole_cell	P17115	No	Yes	3.40.50.10490
E. coli IAI1	whole_cell	P17117	No	No	NA
E. coli IAI1	whole_cell	P17169	No	Yes	3.40.50.10490
E. coli IAI1	whole_cell	P17443	No	Yes	3.40.50.2000
E. coli IAI1	whole_cell	P17802	No	No	NA
E. coli IAI1	whole_cell	P17952	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P17993	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P18133	No	No	NA
E. coli IAI1	whole_cell	P18196	No	No	NA
E. coli IAI1	whole_cell	P18335	No	No	NA
E. coli IAI1	whole_cell	P18392	No	No	NA
E. coli IAI1	whole_cell	P18775	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P18776	Yes	No	NA
E. coli IAI1	whole_cell	P18843	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P19624	No	No	NA
E. coli IAI1	whole_cell	P19642	No	No	NA
E. coli IAI1	whole_cell	P19926	No	Yes	3.40.50.1240
E. coli IAI1	whole_cell	P19931	No	No	NA
E. coli IAI1	whole_cell	P19932	No	No	NA
E. coli IAI1	whole_cell	P19934	No	No	NA
E. coli IAI1	whole_cell	P20083	No	Yes	3.40.50.670
E. coli IAI1	whole_cell	P20099	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P20966	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P21165	Yes	No	NA
E. coli IAI1	whole_cell	P21169	No	Yes	3.40.50.220
E. coli IAI1	whole_cell	P21170	No	No	NA
E. coli IAI1	whole_cell	P21369	No	Yes	3.40.50.850
E. coli IAI1	whole_cell	P21420	Yes	No	NA
E. coli IAI1	whole_cell	P21499	No	No	NA
E. coli IAI1	whole_cell	P21507	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P21513	Yes	No	NA
E. coli IAI1	whole_cell	P21599	Yes	No	NA
E. coli IAI1	whole_cell	P21645	No	No	NA
E. coli IAI1	whole_cell	P21866	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P21888	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P21889	No	No	NA
E. coli IAI1	whole_cell	P22106	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P22186	Yes	No	NA
E. coli IAI1	whole_cell	P22188	No	No	NA
E. coli IAI1	whole_cell	P22255	No	No	NA
E. coli IAI1	whole_cell	P22256	Yes	No	NA
E. coli IAI1	whole_cell	P22259	Yes	No	NA
E. coli IAI1	whole_cell	P22523	No	No	NA
E. coli IAI1	whole_cell	P22524	No	No	NA
E. coli IAI1	whole_cell	P22525	No	No	NA
E. coli IAI1	whole_cell	P22564	Yes	No	NA
E. coli IAI1	whole_cell	P22634	No	Yes	3.40.50.1860
E. coli IAI1	whole_cell	P22939	No	No	NA
E. coli IAI1	whole_cell	P23003	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P23256	No	No	NA
E. coli IAI1	whole_cell	P23305	Yes	No	NA
E. coli IAI1	whole_cell	P23331	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P23367	No	No	NA
E. coli IAI1	whole_cell	P23522	No	No	NA
E. coli IAI1	whole_cell	P23538	No	No	NA
E. coli IAI1	whole_cell	P23721	No	No	NA
E. coli IAI1	whole_cell	P23827	No	No	NA
E. coli IAI1	whole_cell	P23830	No	No	NA
E. coli IAI1	whole_cell	P23836	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P23837	No	No	NA
E. coli IAI1	whole_cell	P23839	No	No	NA
E. coli IAI1	whole_cell	P23842	Yes	No	NA
E. coli IAI1	whole_cell	P23843	No	No	NA
E. coli IAI1	whole_cell	P23847	No	No	NA
E. coli IAI1	whole_cell	P23857	Yes	No	NA
E. coli IAI1	whole_cell	P23865	No	No	NA
E. coli IAI1	whole_cell	P23869	Yes	No	NA
E. coli IAI1	whole_cell	P23871	No	Yes	3.40.50.1400
E. coli IAI1	whole_cell	P23872	No	Yes	3.40.50.1820
E. coli IAI1	whole_cell	P23882	No	Yes	3.40.50.170
E. coli IAI1	whole_cell	P23886	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P23890	No	No	NA
E. coli IAI1	whole_cell	P23893	No	No	NA
E. coli IAI1	whole_cell	P23894	Yes	No	NA
E. coli IAI1	whole_cell	P23908	Yes	No	NA
E. coli IAI1	whole_cell	P23909	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P23917	Yes	No	NA
E. coli IAI1	whole_cell	P23930	No	No	NA
E. coli IAI1	whole_cell	P24169	No	Yes	3.40.50.220
E. coli IAI1	whole_cell	P24171	Yes	No	NA
E. coli IAI1	whole_cell	P24173	No	Yes	3.40.50.2000
E. coli IAI1	whole_cell	P24175	No	No	NA
E. coli IAI1	whole_cell	P24178	No	No	NA
E. coli IAI1	whole_cell	P24182	No	Yes	3.40.50.20
E. coli IAI1	whole_cell	P24183	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P24186	Yes	Yes	3.40.50.10860
E. coli IAI1	whole_cell	P24192	No	No	NA
E. coli IAI1	whole_cell	P24193	No	No	NA
E. coli IAI1	whole_cell	P24203	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P24215	No	No	NA
E. coli IAI1	whole_cell	P24224	No	No	NA
E. coli IAI1	whole_cell	P24230	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P24232	No	Yes	3.40.50.80
E. coli IAI1	whole_cell	P24242	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P24251	Yes	No	NA
E. coli IAI1	whole_cell	P24255	No	No	NA
E. coli IAI1	whole_cell	P24554	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P25397	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P25437	Yes	Yes	3.40.50.720
E. coli IAI1	whole_cell	P25516	Yes	No	NA
E. coli IAI1	whole_cell	P25519	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P25522	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P25524	No	No	NA
E. coli IAI1	whole_cell	P25526	No	No	NA
E. coli IAI1	whole_cell	P25535	No	No	NA
E. coli IAI1	whole_cell	P25536	No	No	NA
E. coli IAI1	whole_cell	P25539	No	No	NA
E. coli IAI1	whole_cell	P25552	No	No	NA
E. coli IAI1	whole_cell	P25665	Yes	No	NA
E. coli IAI1	whole_cell	P25714	No	No	NA
E. coli IAI1	whole_cell	P25718	Yes	No	NA
E. coli IAI1	whole_cell	P25737	No	No	NA
E. coli IAI1	whole_cell	P25740	No	Yes	3.40.50.2000
E. coli IAI1	whole_cell	P25741	No	No	NA
E. coli IAI1	whole_cell	P25745	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P25746	No	No	NA
E. coli IAI1	whole_cell	P25798	No	No	NA
E. coli IAI1	whole_cell	P25888	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P25889	No	No	NA
E. coli IAI1	whole_cell	P25894	No	No	NA
E. coli IAI1	whole_cell	P25906	No	No	NA
E. coli IAI1	whole_cell	P26458	Yes	No	NA
E. coli IAI1	whole_cell	P26459	No	No	NA
E. coli IAI1	whole_cell	P26616	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P26646	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P26648	No	No	NA
E. coli IAI1	whole_cell	P27238	No	No	NA
E. coli IAI1	whole_cell	P27245	No	No	NA
E. coli IAI1	whole_cell	P27247	No	No	NA
E. coli IAI1	whole_cell	P27248	No	No	NA
E. coli IAI1	whole_cell	P27249	No	No	NA
E. coli IAI1	whole_cell	P27250	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P27278	Yes	Yes	3.40.50.620
E. coli IAI1	whole_cell	P27298	No	No	NA
E. coli IAI1	whole_cell	P27302	No	Yes	3.40.50.970
E. coli IAI1	whole_cell	P27303	No	No	NA
E. coli IAI1	whole_cell	P27306	No	No	NA
E. coli IAI1	whole_cell	P27431	No	No	NA
E. coli IAI1	whole_cell	P27434	No	No	NA
E. coli IAI1	whole_cell	P27828	No	Yes	3.40.50.2000
E. coli IAI1	whole_cell	P27829	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P27830	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P27832	No	No	NA
E. coli IAI1	whole_cell	P27833	No	No	NA
E. coli IAI1	whole_cell	P27836	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P27838	No	No	NA
E. coli IAI1	whole_cell	P27848	No	Yes	3.40.50.1000
E. coli IAI1	whole_cell	P27859	Yes	No	NA
E. coli IAI1	whole_cell	P28224	No	No	NA
E. coli IAI1	whole_cell	P28248	No	No	NA
E. coli IAI1	whole_cell	P28249	No	No	NA
E. coli IAI1	whole_cell	P28304	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P28306	Yes	No	NA
E. coli IAI1	whole_cell	P28629	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P28634	No	No	NA
E. coli IAI1	whole_cell	P28635	No	No	NA
E. coli IAI1	whole_cell	P28861	No	Yes	3.40.50.80
E. coli IAI1	whole_cell	P28903	No	No	NA
E. coli IAI1	whole_cell	P28904	No	No	NA
E. coli IAI1	whole_cell	P28905	No	Yes	3.40.50.10110
E. coli IAI1	whole_cell	P29018	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P29208	Yes	No	NA
E. coli IAI1	whole_cell	P29217	No	No	NA
E. coli IAI1	whole_cell	P29680	No	No	NA
E. coli IAI1	whole_cell	P29745	No	No	NA
E. coli IAI1	whole_cell	P30011	No	No	NA
E. coli IAI1	whole_cell	P30014	No	No	NA
E. coli IAI1	whole_cell	P30125	No	No	NA
E. coli IAI1	whole_cell	P30128	No	No	NA
E. coli IAI1	whole_cell	P30131	No	No	NA
E. coli IAI1	whole_cell	P30176	No	No	NA
E. coli IAI1	whole_cell	P30177	Yes	No	NA
E. coli IAI1	whole_cell	P30744	No	No	NA
E. coli IAI1	whole_cell	P30749	No	No	NA
E. coli IAI1	whole_cell	P30750	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P30850	No	No	NA
E. coli IAI1	whole_cell	P30855	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P30859	No	No	NA
E. coli IAI1	whole_cell	P30860	No	No	NA
E. coli IAI1	whole_cell	P30863	No	No	NA
E. coli IAI1	whole_cell	P30864	No	No	NA
E. coli IAI1	whole_cell	P30870	No	No	NA
E. coli IAI1	whole_cell	P30871	No	No	NA
E. coli IAI1	whole_cell	P30958	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P31063	Yes	No	NA
E. coli IAI1	whole_cell	P31064	No	No	NA
E. coli IAI1	whole_cell	P31069	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P31119	Yes	Yes	3.40.50.980
E. coli IAI1	whole_cell	P31120	No	No	NA
E. coli IAI1	whole_cell	P31142	No	No	NA
E. coli IAI1	whole_cell	P31224	No	No	NA
E. coli IAI1	whole_cell	P31433	No	No	NA
E. coli IAI1	whole_cell	P31441	No	No	NA
E. coli IAI1	whole_cell	P31455	No	No	NA
E. coli IAI1	whole_cell	P31460	No	No	NA
E. coli IAI1	whole_cell	P31466	Yes	No	NA
E. coli IAI1	whole_cell	P31473	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P31475	No	No	NA
E. coli IAI1	whole_cell	P31550	No	No	NA
E. coli IAI1	whole_cell	P31551	No	No	NA
E. coli IAI1	whole_cell	P31554	No	No	NA
E. coli IAI1	whole_cell	P31572	No	Yes	3.40.50.10540
E. coli IAI1	whole_cell	P31574	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P31600	No	No	NA
E. coli IAI1	whole_cell	P31658	No	Yes	3.40.50.880
E. coli IAI1	whole_cell	P31663	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P31697	No	No	NA
E. coli IAI1	whole_cell	P31801	No	No	NA
E. coli IAI1	whole_cell	P31802	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P31806	No	Yes	3.40.50.10260
E. coli IAI1	whole_cell	P31808	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P31979	Yes	No	NA
E. coli IAI1	whole_cell	P32099	No	No	NA
E. coli IAI1	whole_cell	P32131	No	No	NA
E. coli IAI1	whole_cell	P32132	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P32144	No	Yes	3.40.50.1360
E. coli IAI1	whole_cell	P32157	Yes	No	NA
E. coli IAI1	whole_cell	P32162	No	No	NA
E. coli IAI1	whole_cell	P32176	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P32177	No	No	NA
E. coli IAI1	whole_cell	P32662	No	Yes	3.40.50.1000
E. coli IAI1	whole_cell	P32669	No	No	NA
E. coli IAI1	whole_cell	P32680	No	No	NA
E. coli IAI1	whole_cell	P32684	No	No	NA
E. coli IAI1	whole_cell	P32695	No	No	NA
E. coli IAI1	whole_cell	P32703	No	No	NA
E. coli IAI1	whole_cell	P33018	Yes	Yes	3.40.50.1820
E. coli IAI1	whole_cell	P33030	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P33136	No	No	NA
E. coli IAI1	whole_cell	P33195	No	No	NA
E. coli IAI1	whole_cell	P33218	No	No	NA
E. coli IAI1	whole_cell	P33221	Yes	Yes	3.40.50.20
E. coli IAI1	whole_cell	P33224	No	No	NA
E. coli IAI1	whole_cell	P33225	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P33355	No	No	NA
E. coli IAI1	whole_cell	P33363	Yes	Yes	3.40.50.1700
E. coli IAI1	whole_cell	P33570	No	Yes	3.40.50.970
E. coli IAI1	whole_cell	P33590	No	No	NA
E. coli IAI1	whole_cell	P33599	No	No	NA
E. coli IAI1	whole_cell	P33602	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P33607	No	No	NA
E. coli IAI1	whole_cell	P33643	No	No	NA
E. coli IAI1	whole_cell	P33644	No	No	NA
E. coli IAI1	whole_cell	P33650	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P33667	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P33913	No	No	NA
E. coli IAI1	whole_cell	P33915	No	No	NA
E. coli IAI1	whole_cell	P33916	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P33920	No	No	NA
E. coli IAI1	whole_cell	P33937	No	Yes	3.40.50.740
E. coli IAI1	whole_cell	P35340	Yes	Yes	3.40.50.720
E. coli IAI1	whole_cell	P36649	No	No	NA
E. coli IAI1	whole_cell	P36655	Yes	No	NA
E. coli IAI1	whole_cell	P36659	No	No	NA
E. coli IAI1	whole_cell	P36672	No	No	NA
E. coli IAI1	whole_cell	P36673	Yes	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P36680	Yes	No	NA
E. coli IAI1	whole_cell	P36683	No	No	NA
E. coli IAI1	whole_cell	P36767	No	No	NA
E. coli IAI1	whole_cell	P36771	No	No	NA
E. coli IAI1	whole_cell	P36837	No	No	NA
E. coli IAI1	whole_cell	P36879	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P36929	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P36930	No	No	NA
E. coli IAI1	whole_cell	P36938	No	No	NA
E. coli IAI1	whole_cell	P36979	No	No	NA
E. coli IAI1	whole_cell	P37005	No	No	NA
E. coli IAI1	whole_cell	P37019	No	No	NA
E. coli IAI1	whole_cell	P37051	Yes	Yes	3.40.50.170
E. coli IAI1	whole_cell	P37095	No	No	NA
E. coli IAI1	whole_cell	P37127	Yes	Yes	3.40.50.720
E. coli IAI1	whole_cell	P37177	Yes	No	NA
E. coli IAI1	whole_cell	P37180	Yes	No	NA
E. coli IAI1	whole_cell	P37182	Yes	Yes	3.40.50.1450
E. coli IAI1	whole_cell	P37194	No	No	NA
E. coli IAI1	whole_cell	P37197	No	No	NA
E. coli IAI1	whole_cell	P37325	Yes	No	NA
E. coli IAI1	whole_cell	P37329	No	No	NA
E. coli IAI1	whole_cell	P37330	No	No	NA
E. coli IAI1	whole_cell	P37340	No	No	NA
E. coli IAI1	whole_cell	P37342	No	No	NA
E. coli IAI1	whole_cell	P37344	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P37349	No	Yes	3.40.50.510
E. coli IAI1	whole_cell	P37440	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P37590	No	No	NA
E. coli IAI1	whole_cell	P37613	No	No	NA
E. coli IAI1	whole_cell	P37615	No	No	NA
E. coli IAI1	whole_cell	P37617	No	Yes	3.40.50.1000
E. coli IAI1	whole_cell	P37624	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P37626	No	No	NA
E. coli IAI1	whole_cell	P37630	No	No	NA
E. coli IAI1	whole_cell	P37631	No	No	NA
E. coli IAI1	whole_cell	P37636	No	No	NA
E. coli IAI1	whole_cell	P37637	No	No	NA
E. coli IAI1	whole_cell	P37642	No	No	NA
E. coli IAI1	whole_cell	P37647	No	No	NA
E. coli IAI1	whole_cell	P37648	No	No	NA
E. coli IAI1	whole_cell	P37649	No	No	NA
E. coli IAI1	whole_cell	P37650	Yes	No	NA
E. coli IAI1	whole_cell	P37651	No	No	NA
E. coli IAI1	whole_cell	P37652	No	No	NA
E. coli IAI1	whole_cell	P37655	No	No	NA
E. coli IAI1	whole_cell	P37665	No	No	NA
E. coli IAI1	whole_cell	P37666	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P37689	No	No	NA
E. coli IAI1	whole_cell	P37690	No	No	NA
E. coli IAI1	whole_cell	P37757	Yes	No	NA
E. coli IAI1	whole_cell	P37765	No	No	NA
E. coli IAI1	whole_cell	P37773	Yes	Yes	3.40.50.720
E. coli IAI1	whole_cell	P37774	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P37902	No	No	NA
E. coli IAI1	whole_cell	P37903	Yes	Yes	3.40.50.620
E. coli IAI1	whole_cell	P38134	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P38489	No	No	NA
E. coli IAI1	whole_cell	P38521	Yes	No	NA
E. coli IAI1	whole_cell	P39099	No	No	NA
E. coli IAI1	whole_cell	P39160	Yes	Yes	3.40.50.720
E. coli IAI1	whole_cell	P39161	Yes	No	NA
E. coli IAI1	whole_cell	P39172	No	Yes	3.40.50.1980
E. coli IAI1	whole_cell	P39173	No	No	NA
E. coli IAI1	whole_cell	P39177	No	Yes	3.40.50.620
E. coli IAI1	whole_cell	P39187	No	No	NA
E. coli IAI1	whole_cell	P39199	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P39274	No	No	NA
E. coli IAI1	whole_cell	P39285	No	No	NA
E. coli IAI1	whole_cell	P39298	Yes	Yes	3.40.50.1820
E. coli IAI1	whole_cell	P39310	No	No	NA
E. coli IAI1	whole_cell	P39315	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P39321	No	No	NA
E. coli IAI1	whole_cell	P39325	Yes	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P39342	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P39371	No	No	NA
E. coli IAI1	whole_cell	P39376	No	No	NA
E. coli IAI1	whole_cell	P39377	No	No	NA
E. coli IAI1	whole_cell	P39379	No	No	NA
E. coli IAI1	whole_cell	P39383	No	No	NA
E. coli IAI1	whole_cell	P39384	No	No	NA
E. coli IAI1	whole_cell	P39396	No	No	NA
E. coli IAI1	whole_cell	P39406	No	Yes	3.40.50.150
E. coli IAI1	whole_cell	P39407	No	No	NA
E. coli IAI1	whole_cell	P39408	No	No	NA
E. coli IAI1	whole_cell	P39829	No	No	NA
E. coli IAI1	whole_cell	P39830	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P39831	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P39838	Yes	No	NA
E. coli IAI1	whole_cell	P40120	No	No	NA
E. coli IAI1	whole_cell	P40191	No	No	NA
E. coli IAI1	whole_cell	P40710	No	No	NA
E. coli IAI1	whole_cell	P40719	No	No	NA
E. coli IAI1	whole_cell	P40874	Yes	No	NA
E. coli IAI1	whole_cell	P41407	No	Yes	3.40.50.360
E. coli IAI1	whole_cell	P41409	No	No	NA
E. coli IAI1	whole_cell	P42599	No	Yes	3.40.50.720
E. coli IAI1	whole_cell	P42604	No	No	NA
E. coli IAI1	whole_cell	P42616	No	No	NA
E. coli IAI1	whole_cell	P42620	No	No	NA
E. coli IAI1	whole_cell	P42626	No	No	NA
E. coli IAI1	whole_cell	P42628	No	No	NA
E. coli IAI1	whole_cell	P42632	No	No	NA
E. coli IAI1	whole_cell	P42641	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P43329	Yes	Yes	3.40.50.300
E. coli IAI1	whole_cell	P43337	No	No	NA
E. coli IAI1	whole_cell	P43341	Yes	No	NA
E. coli IAI1	whole_cell	P43671	No	No	NA
E. coli IAI1	whole_cell	P43672	No	Yes	3.40.50.300
E. coli IAI1	whole_cell	P45395	No	Yes	3.40.50.10490
E. coli IAI1	whole_cell	P45425	Yes	No	NA
E. coli IAI1	whole_cell	P45464	No	Yes	3.40.50.2300
E. coli IAI1	whole_cell	P45523	No	No	NA
E. coli IAI1	whole_cell	P45544	No	No	NA
E. coli IAI1	whole_cell	P45568	No	Yes	3.40.50.720
