KEGG id,Name,Sum formula,Monoisotopic mass,CAS number,PubChem id,ChEBI id,KNApSAcK id
cpd:C16039,alpha-Neoendorphin,n.a.,0,n.a,47205349,80261,n.a.
cpd:C16040,beta-Neoendorphin,n.a.,0,n.a,47205350,80262,n.a.
cpd:C16041,Leu-enkephalin,n.a.,0,n.a,47205351,80263,n.a.
cpd:C16042,Met-enkephalin-Arg-Gly-Leu,n.a.,0,n.a,47205352,80264,n.a.
cpd:C16043,Met-enkephalin-Arg-Phe,n.a.,0,n.a,47205353,80265,n.a.
cpd:C16044,Nociceptin,C79H129N27O22,1807.9805,n.a,47205354,80266,n.a.
cpd:C16045,RFamide-related peptide 2,n.a.,0,n.a,47205355,80267,n.a.
cpd:C16046,Galanin-like peptide,n.a.,0,n.a,47205356,80268,n.a.
cpd:C16047,Motilin,n.a.,0,n.a,47205357,80269,n.a.
cpd:C16048,Glucagon-like peptide 1,n.a.,0,n.a,47205358,80270,n.a.
cpd:C16049,Glucagon-like peptide 2,n.a.,0,n.a,47205359,80271,n.a.
cpd:C16050,Glicentin,n.a.,0,n.a,47205360,80272,n.a.
cpd:C16051,Parathyroid hormone,n.a.,0,n.a,47205361,80273,n.a.
cpd:C16052,Parathyroid hormone-related peptide (1-36),n.a.,0,n.a,47205362,80274,n.a.
cpd:C16053,Tuberoinfundibular peptide of 39 residues,n.a.,0,n.a,47205363,80275,n.a.
cpd:C16054,Defensin alpha-1,n.a.,0,n.a,47205364,80276,n.a.
cpd:C16055,Defensin alpha-2,n.a.,0,n.a,47205365,80277,n.a.
cpd:C16056,Defensin alpha-3,n.a.,0,n.a,47205366,80278,n.a.
cpd:C16057,Defensin alpha-4,n.a.,0,n.a,47205367,80279,n.a.
cpd:C16058,Defensin alpha-5,n.a.,0,n.a,47205368,80280,n.a.
cpd:C16059,Defensin beta-1,n.a.,0,n.a,47205369,80281,n.a.
cpd:C16060,Defensin beta-2,n.a.,0,n.a,47205370,80282,n.a.
cpd:C16061,Defensin beta-3,n.a.,0,n.a,47205371,80283,n.a.
cpd:C16062,Defensin beta-4,n.a.,0,n.a,47205372,80284,n.a.
cpd:C16063,Liver-expressed antimicrobial peptide 1,n.a.,0,n.a,47205373,80285,n.a.
cpd:C16064,Liver-expressed antimicrobial peptide 2,n.a.,0,n.a,47205374,80286,n.a.
cpd:C16065,Thymosin alpha-1,n.a.,0,69521-94-4,47205375,80287,n.a.
cpd:C16066,Thymosin beta-4,n.a.,0,n.a,47205376,80288,n.a.
cpd:C16067,Thymosin beta-10,n.a.,0,n.a,47205377,80289,n.a.
cpd:C16068,Humanin,n.a.,0,n.a,47205378,80290,n.a.
cpd:C16069,3-Sulfolactate,C3H6O6S,169.9885,n.a,47205379,38023,n.a.
cpd:C16070,"6-(alpha-D-Glucosaminyl)-1D-myo-inositol 1,2-cyclic phosphate",C12H22NO12P,403.088,140391-24-8,47205380,52426,n.a.
cpd:C16071,"Riboflavin cyclic-4',5'-phosphate",C17H19N4O8P,438.0941,n.a,47205381,15045,n.a.
cpd:C16072,Aliphatic nitrile,CNR,0,n.a,47205382,80291,n.a.
cpd:C16074,Phenylacetonitrile,C8H7N,117.0578,140-29-4,47205384,25979,C00007674
cpd:C16075,(Z)-Phenylacetaldehyde oxime,C8H9NO,135.0684,n.a,47205385,50723,n.a.
cpd:C16076,Urotensin I,n.a.,0,n.a,47205386,80292,n.a.
cpd:C16077,Neurophysin I,n.a.,0,n.a,47205387,80293,n.a.
cpd:C16078,Neurophysin II,n.a.,0,n.a,47205388,80294,n.a.
cpd:C16079,Corticotropin releasing hormone,n.a.,0,n.a,47205389,65312,n.a.
cpd:C16080,Urocortin I,n.a.,0,n.a,47205390,80295,n.a.
cpd:C16081,Urocortin II,n.a.,0,n.a,47205391,80296,n.a.
cpd:C16082,Urocortin III,n.a.,0,n.a,47205392,80297,n.a.
cpd:C16084,Gonadotropin-releasing hormone II,n.a.,0,n.a,47205394,80298,n.a.
cpd:C16085,Growth hormone-releasing hormone (1-29),n.a.,0,n.a,47205395,80299,n.a.
cpd:C16086,Prolactin-releasing peptide-31,n.a.,0,n.a,47205396,80300,n.a.
cpd:C16087,Prolactin-releasing peptide-20,n.a.,0,n.a,47205397,80301,n.a.
cpd:C16088,Pituitary adenylate cyclase-activating peptide-38,n.a.,0,n.a,47205398,80302,n.a.
cpd:C16089,Pituitary adenylate cyclase-activating peptide-27,n.a.,0,n.a,47205399,80303,n.a.
cpd:C16090,Metastin,n.a.,0,n.a,47205400,80304,n.a.
cpd:C16091,Kisspeptin-14,n.a.,0,n.a,47205401,80305,n.a.
cpd:C16092,Kisspeptin-13,n.a.,0,n.a,47205402,80306,n.a.
cpd:C16093,Kisspeptin-10,n.a.,0,n.a,47205403,80307,n.a.
cpd:C16094,Substance P,n.a.,0,n.a,47205404,80308,n.a.
cpd:C16095,Neuropeptide K,n.a.,0,n.a,47205405,80309,n.a.
cpd:C16096,Neuropeptide gamma,n.a.,0,n.a,47205406,80310,n.a.
cpd:C16097,Neurokinin A,C50H80N14O14S,1132.5699,n.a,47205407,80311,n.a.
cpd:C16098,Neurokinin B,C55H79N13O14S2,1209.5311,n.a,47205408,80312,n.a.
cpd:C16099,Endokinin A/B,n.a.,0,n.a,47205409,80313,n.a.
cpd:C16100,Endokinin C,n.a.,0,n.a,47205410,80314,n.a.
cpd:C16101,Endokinin D,n.a.,0,n.a,47205411,80315,n.a.
cpd:C16102,Obestatin,n.a.,0,n.a,47205412,80316,n.a.
cpd:C16103,Agouti related protein (87-132),n.a.,0,n.a,47205413,80317,n.a.
cpd:C16104,Neuropeptide EI,n.a.,0,n.a,47205414,80318,n.a.
cpd:C16105,Orexin A,n.a.,0,205599-75-3,47205415,80319,n.a.
cpd:C16106,Orexin B,n.a.,0,205599-76-4,47205416,80320,n.a.
cpd:C16107,Neuromedin S,n.a.,0,n.a,47205417,80321,n.a.
cpd:C16108,Adrenorphin,C44H69N15O9S,983.5123,88377-68-8,47205418,80322,n.a.
cpd:C16109,RFamide-related peptide 1,n.a.,0,n.a,47205419,80323,n.a.
cpd:C16110,RFamide-related peptide 3,n.a.,0,n.a,47205420,80324,n.a.
cpd:C16111,Neuropeptide AF,n.a.,0,n.a,47205421,80325,n.a.
cpd:C16112,Neuropeptide FF,n.a.,0,n.a,47205422,80326,n.a.
cpd:C16113,Gastrin-17,n.a.,0,60748-06-3,47205423,75441,n.a.
cpd:C16114,Cholecystokinin-8,n.a.,0,n.a,47205424,80327,n.a.
cpd:C16115,Gastrin-releasing peptide,n.a.,0,n.a,47205425,80328,n.a.
cpd:C16116,L-Aminoacyl-L-amino acid,C4H6N2O3R2,0,n.a,47205426,n.a,n.a.
cpd:C16117,Pancreatic polypeptide,n.a.,0,n.a,47205427,80329,n.a.
cpd:C16118,Peptide YY,n.a.,0,n.a,47205428,80330,n.a.
cpd:C16119,Vasoactive intestinal peptide,n.a.,0,37221-79-7,47205429,80331,n.a.
cpd:C16120,C-peptide,n.a.,0,n.a,47205430,80332,n.a.
cpd:C16121,Relaxin-1,n.a.,0,99489-95-9,47205431,80333,n.a.
cpd:C16122,Relaxin-2,n.a.,0,n.a,47205432,80334,n.a.
cpd:C16123,Relaxin-3,n.a.,0,n.a,47205433,80335,n.a.
cpd:C16124,Insulin-like 3,n.a.,0,n.a,47205434,80336,n.a.
cpd:C16125,Calcitonin gene-related peptide 1,n.a.,0,n.a,47205435,80337,n.a.
cpd:C16126,Calcitonin gene-related peptide 2,n.a.,0,n.a,47205436,80338,n.a.
cpd:C16127,Adrenomedullin,n.a.,0,148498-78-6,47205437,80339,n.a.
cpd:C16128,Adrenomedullin 2,n.a.,0,n.a,47205438,80340,n.a.
cpd:C16129,Calcitonin receptor-stimulating peptide 1,n.a.,0,n.a,47205439,80341,n.a.
cpd:C16130,Amylin,n.a.,0,n.a,47205440,80342,n.a.
cpd:C16131,Insulin-like growth factor I,n.a.,0,n.a,47205441,80343,n.a.
cpd:C16132,Insulin-like growth factor II,n.a.,0,n.a,47205442,80344,n.a.
cpd:C16133,Cholecystokinin-33,n.a.,0,n.a,47205443,80345,n.a.
cpd:C16134,Corticotropin-like intermediary peptide,n.a.,0,n.a,47205444,80346,n.a.
cpd:C16135,Dynorphin B,n.a.,0,83335-41-5,47205445,80347,n.a.
cpd:C16136,beta-Melanotropin,n.a.,0,n.a,47205446,80348,n.a.
cpd:C16137,gamma-Melanotropin,n.a.,0,n.a,47205447,80349,n.a.
cpd:C16138,L-Pyrrolysine,C12H21N3O3,255.1583,448235-52-7,47205448,21860,n.a.
cpd:C16139,tRNA(Pyl),n.a.,0,n.a,47205449,n.a,n.a.
cpd:C16140,L-Lysyl-tRNA(Pyl),C16H29N2O11PR2(C5H8O6PR)n,0,n.a,47205450,80350,n.a.
cpd:C16141,(+)-Germacrene A,C15H24,204.1878,28028-64-0,47205451,41595,C00036308
cpd:C16142,(-)-Germacrene D,C15H24,204.1878,n.a,47205452,49044,C00011720
cpd:C16143,"(1E,4S,5E,7R)-Germacra-1(10),5-dien-11-ol",C15H26O,222.1984,n.a,47205453,80351,n.a.
cpd:C16144,"4,4'-Diapophytoene",C30H48,408.3756,53872-54-1,47205454,62738,C00000915
cpd:C16145,"4,4'-Diaponeurosporene",C30H42,402.3287,53872-50-7,47205455,62743,C00023134
cpd:C16146,"4,4'-Diaponeurosporenic acid",C30H40O2,432.3028,n.a,47205456,80352,C00023144
cpd:C16147,"Glycosyl-4,4'-diaponeurosporenoate",C36H50O7,594.3557,n.a,47205457,80353,n.a.
cpd:C16148,Staphyloxanthin,C51H78O8,818.5697,71869-01-7,47205458,71690,n.a.
cpd:C16149,(3Z)-4-(2-Carboxyphenyl)-2-oxobut-3-enoate,C11H8O5,220.0372,n.a,47205459,49222,n.a.
cpd:C16150,"(R,S)-Nicotine",C10H14N2,162.1157,22083-74-5,47205460,18723,n.a.
cpd:C16151,"2,6-Dihydroxy-N-methylmyosmine",C10H12N2O2,192.0899,n.a,47205461,80354,n.a.
cpd:C16152,Blue pigment,C10H6N2O6,250.0226,n.a,47205462,80355,n.a.
cpd:C16153,UDP-L-Ara4N,C14H23N3O15P2,535.0604,n.a,47205463,47025,n.a.
cpd:C16154,UDP-L-Ara4FN,C15H23N3O16P2,563.0554,n.a,47205464,47027,n.a.
cpd:C16155,UDP-L-Ara4O,C14H20N2O16P2,534.0288,n.a,47205465,47028,n.a.
cpd:C16156,Undecaprenyl phosphate alpha-L-Ara4FN,C61H100NO8P,1005.7187,n.a,47205466,53028,n.a.
cpd:C16157,Undecaprenyl phosphate alpha-L-Ara4N,C60H100NO7P,977.7237,n.a,47205467,47039,n.a.
cpd:C16158,Exendin-2,n.a.,0,n.a,47205468,80356,n.a.
cpd:C16159,2-Formylglutarate,C6H8O5,160.0372,n.a,47205469,49075,n.a.
cpd:C16160,Linoleoyl-[acyl-carrier protein],C18H31OSR,0,n.a,47205470,80357,n.a.
cpd:C16161,alpha-Linolenoyl-ACP,C18H29OSR,0,n.a,47205471,80358,n.a.
cpd:C16162,"(9Z,12Z,15Z)-Octadecatrienoyl-CoA",C39H64N7O17P3S,1027.3292,n.a,47205472,51985,n.a.
cpd:C16163,"(6Z,9Z,12Z,15Z)-Octadecatetraenoyl-CoA",C39H62N7O17P3S,1025.3136,n.a,47205473,63545,n.a.
cpd:C16164,"(8Z,11Z,14Z,17Z)-Icosatetraenoyl-CoA",C41H66N7O17P3S,1053.3449,n.a,47205474,n.a,n.a.
cpd:C16165,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoyl-CoA",C41H64N7O17P3S,1051.3292,n.a,47205475,63539,n.a.
cpd:C16166,"(7Z,10Z,13Z,16Z,19Z)-Docosapentaenoyl-CoA",C43H68N7O17P3S,1079.3605,n.a,47205476,63541,n.a.
cpd:C16167,"(9Z,12Z,15Z,18Z,21Z)-Tetracosaheptaenoyl-CoA",C45H72N7O17P3S,1107.3918,n.a,47205477,80359,n.a.
cpd:C16168,"(6Z,9Z,12Z,15Z,18Z,21Z)-Tetracosahexaenoyl-CoA",C45H70N7O17P3S,1105.3762,n.a,47205478,63540,n.a.
cpd:C16169,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoyl-CoA",C43H66N7O17P3S,1077.3449,n.a,47205479,n.a,n.a.
cpd:C16170,"(7Z,10Z,13Z,16Z)-Docosatetraenoyl-CoA",C43H70N7O17P3S,1081.3762,n.a,47205480,n.a,n.a.
cpd:C16171,"(9Z,12Z,15Z,18Z)-Tetracosatetraenoyl-CoA",C45H74N7O17P3S,1109.4075,n.a,47205481,63548,n.a.
cpd:C16172,"(6Z,9Z,12Z,15Z,18Z)-Tetracosapentaenoyl-CoA",C45H72N7O17P3S,1107.3918,n.a,47205482,63546,n.a.
cpd:C16173,"(4Z,7Z,10Z,13Z,16Z)-Docosapentaenoyl-CoA",C43H68N7O17P3S,1079.3605,n.a,47205483,76450,n.a.
cpd:C16174,Litorin,n.a.,0,n.a,47205484,80360,n.a.
cpd:C16175,Ranatensin,n.a.,0,29451-71-6,47205485,80361,n.a.
cpd:C16176,Sarafotoxin S6b,n.a.,0,120972-53-4,47205486,80362,n.a.
cpd:C16178,Insulin-like peptide 5,n.a.,0,n.a,47205487,80363,n.a.
cpd:C16179,"(11Z,14Z,17Z)-Icosatrienoyl-CoA",C41H68N7O17P3S,1055.3605,n.a,47205488,74606,n.a.
cpd:C16180,"(11Z,14Z)-Icosadienoyl-CoA",C41H70N7O17P3S,1057.3762,n.a,47205489,76534,n.a.
cpd:C16181,"beta-2,3,4,5,6-Pentachlorocyclohexanol",C6H7Cl5O,269.894,n.a,47205490,80364,n.a.
cpd:C16182,"beta-2,3,5,6-Tetrachloro-1,4-cyclohexanediol",C6H8Cl4O2,251.9278,n.a,47205491,80365,n.a.
cpd:C16184,"(5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid ethyl ester",C22H34O2,330.2559,86227-47-6,47205492,80366,n.a.
cpd:C16185,"(4Z,7Z,10Z,13Z,16Z,19Z)-Docosahexaenoic acid ethyl ester",C24H36O2,356.2715,81926-94-5,47205493,84945,n.a.
cpd:C16186,L-Ascorbate 6-phosphate,C6H9O9P,255.9984,n.a,47205494,80368,n.a.
cpd:C16187,"7,2'-Dihydroxy-4'-methoxy-isoflavanol",C16H16O5,288.0998,n.a,47205495,71335,n.a.
cpd:C16188,"7-Hydroxy-2',4',5'-trimethoxyisoflavone",C18H16O6,328.0947,n.a,47205496,80369,C00009413
cpd:C16189,9-Demethylmunduserone,C18H16O6,328.0947,n.a,47205497,80370,n.a.
cpd:C16190,"2,7-Dihydroxy-4'-methoxyisoflavanone",C16H14O5,286.0841,n.a,47205498,62734,n.a.
cpd:C16191,Malonyldaidzin,C24H22O12,502.1111,n.a,47205499,80371,C00019384
cpd:C16192,Malonylgenistin,C24H22O13,518.106,n.a,47205500,80372,C00010110
cpd:C16193,"1,6-Naphthalenedisulfonic acid",C10H8O6S2,287.9762,525-37-1,47205501,30891,n.a.
cpd:C16194,"2,6-Naphthalenedisulfonic acid",C10H8O6S2,287.9762,581-75-9,47205502,41070,n.a.
cpd:C16195,Glycitin,C22H22O10,446.1213,40246-10-4,47205503,80373,C00010089
cpd:C16196,"1,2-Dihydroxynaphthalene-6-sulfonate",C10H8O5S,240.0092,n.a,47205504,18896,n.a.
cpd:C16197,Malonylglycitin,C25H24O13,532.1217,n.a,47205505,80374,n.a.
cpd:C16198,(Z)-4-(2-Hydroxy-5-sulfonatophenyl)-2-oxo-3-butenoate,C10H8O7S,271.9991,n.a,47205506,18814,n.a.
cpd:C16199,5-Sulfosalicylate,C7H6O6S,217.9885,97-05-2,47205507,68555,n.a.
cpd:C16200,Phenylboronic acid,C6H7BO2,122.0539,98-80-6,47205508,44923,n.a.
cpd:C16201,1-Naphthalenesulfonic acid,C10H8O3S,208.0194,85-47-2,47205509,30895,n.a.
cpd:C16202,2-Naphthalenesulfonic acid,C10H8O3S,208.0194,120-18-3,47205510,44229,n.a.
cpd:C16203,"Anthracene-cis-1,2-dihydrodiol",C14H12O2,212.0837,n.a,47205511,80375,n.a.
cpd:C16204,"1,2-Anthracenediol",C14H10O2,210.0681,577-95-7,47205512,80376,n.a.
cpd:C16205,"Anthracene-9,10-dihydrodiol",C14H12O2,212.0837,n.a,47205513,80377,n.a.
cpd:C16206,"9,10-Dihydroxyanthracene",C14H10O2,210.0681,4981-66-2,47205514,80378,n.a.
cpd:C16207,Anthraquinone,C14H8O2,208.0524,84-65-1,47205515,40448,C00043271
cpd:C16208,1-Methoxy-2-hydroxyanthracene,C15H12O2,224.0837,n.a,47205516,80379,n.a.
cpd:C16209,3-(2-Carboxyvinyl)naphthalene-2-carboxylic acid,C14H10O4,242.0579,n.a,47205517,80380,n.a.
cpd:C16210,4-(3-Hydroxy-2-naphthyl)-2-oxobut-3-enoic acid,C14H10O4,242.0579,n.a,47205518,80381,n.a.
cpd:C16211,"6,7-Benzocoumarin",C13H8O2,196.0524,n.a,47205519,80382,n.a.
cpd:C16212,3-Hydroxy-2-naphthoate,C11H8O3,188.0473,92-70-6,47205520,80383,n.a.
cpd:C16213,"2,3-Dihydroxynaphthalene",C10H8O2,160.0524,92-44-4,47205521,38135,n.a.
cpd:C16214,"3-[6-(Carboxymethylene)cyclohexa-2,4-dien-1-ylidene]-2-oxopropanate",C11H8O5,220.0372,n.a,47205522,80384,n.a.
cpd:C16215,"1,2-Dihydrophthalic acid",C8H8O4,168.0423,22919-28-4,47205523,80385,n.a.
cpd:C16216,3-Oxostearoyl-CoA,C39H68N7O18P3S,1047.3554,n.a,47205524,50571,n.a.
cpd:C16217,3-Hydroxyoctadecanoyl-CoA,C39H70N7O18P3S,1049.3711,42578-91-6,47205525,50583,n.a.
cpd:C16218,(2E)-Octadecenoyl-CoA,C39H68N7O17P3S,1031.3605,n.a,47205526,50570,n.a.
cpd:C16219,3-Oxostearoyl-[acp],C18H33O2SR,0,n.a,47205527,80386,n.a.
cpd:C16220,(R)-3-Hydroxyoctadecanoyl-[acp],C18H35O2SR,0,n.a,47205528,80387,n.a.
cpd:C16221,(2E)-Octadecenoyl-[acp],C18H33OSR,0,n.a,47205529,80388,n.a.
cpd:C16222,Formononetin 7-O-glucoside-6''-O-malonate,C25H24O12,516.1268,n.a,47205530,80389,C00010083
cpd:C16223,(-)-Medicocarpin,C22H24O9,432.142,n.a,47205531,80390,C00010183
cpd:C16224,Medicarpin 3-O-glucoside-6'-malonate,C25H26O12,518.1424,n.a,47205532,80391,C00010184
cpd:C16225,(-)-Vestitol,C16H16O4,272.1049,35878-41-2,47205533,80392,C00019387
cpd:C16226,"2',7-Dihydroxy-4',5'-methylenedioxyisoflavone",C16H10O6,298.0477,n.a,47205534,80393,C00000649
cpd:C16227,(+)-Sophorol,C16H12O6,300.0634,524-08-3,47205535,80394,C00009539
cpd:C16228,(-)-Sophorol,C16H12O6,300.0634,n.a,47205536,80395,C00000650
cpd:C16229,(+)-Maackiain,C16H12O5,284.0685,n.a,47205537,73030,C00019173
cpd:C16230,(+)-6a-Hydroxymaackiain,C16H12O6,300.0634,n.a,47205538,43129,C00009677
cpd:C16231,(-)-Maackiain-3-O-glucosyl-6''-O-malonate,C25H24O13,532.1217,n.a,47205539,80396,C00019473
cpd:C16232,"6,7,4'-Trihydroxyflavanone",C15H12O5,272.0685,n.a,47205540,78026,n.a.
cpd:C16233,"2,6,7,4'-Tetrahydroxyisoflavanone",C15H12O6,288.0634,n.a,47205541,80397,n.a.
cpd:C16234,o-Nitrobenzoate,C7H5NO4,167.0219,552-16-9,47205542,25620,n.a.
cpd:C16235,o-Hydroxylaminobenzoate,C7H7NO3,153.0426,n.a,47205543,25618,C00007557
cpd:C16236,Protein N6-(octanoyl)lysine,C8H16NOR,0,n.a,47205544,80398,n.a.
cpd:C16237,Protein N6-(lipoyl)lysine,C8H14NOS2R,0,n.a,47205545,80399,n.a.
cpd:C16238,Lipoyl-AMP,C18H26N5O8PS2,535.096,n.a,47205546,55451,n.a.
cpd:C16239,Lipoyl-[acp],C8H13OS3R,0,n.a,47205547,80400,n.a.
cpd:C16240,Apoprotein,NH2R,0,n.a,47205548,13850,n.a.
cpd:C16241,(R)-Lipoic acid,C8H14O2S2,206.0435,1200-22-2,47205549,30314,C00000754
cpd:C16242,Cobalt-precorrin 5A,C45H52CoN4O16,963.271,n.a,47205550,52488,n.a.
cpd:C16243,Cobalt-precorrin 5B,C43H50CoN4O16,937.2554,n.a,47205551,52489,n.a.
cpd:C16244,Cobalt-precorrin 7,C44H57CoN4O14,924.3203,n.a,47205552,52490,n.a.
cpd:C16245,D-Glucuronic acid,C6H10O7,194.0427,03/12/6556,47205553,47953,C00001123
cpd:C16246,"3,5-Dibromo-4-hydroxybenzamide",C7H5Br2NO2,292.8687,3037-56-7,47205554,19896,n.a.
cpd:C16247,"2,6-Dibromophenol",C6H4Br2O,249.8629,608-33-3,47205555,19391,C00036465
cpd:C16248,"2,6-Dibromohydroquinone",C6H4Br2O2,265.8578,3333-25-3,47205556,19390,n.a.
cpd:C16249,2-Bromomaleylacetate,C6H5BrO5,235.932,n.a,47205557,19480,n.a.
cpd:C16250,MTIC,C5H8N6O,168.076,3413-72-7,47205558,72568,n.a.
cpd:C16251,3-epi-6-Deoxocathasterone,C28H50O2,418.3811,n.a,47205559,59410,n.a.
cpd:C16252,"(22R,23R)-22,23-Dihydroxycampesterol",C28H48O3,432.3603,n.a,47205560,80401,n.a.
cpd:C16253,"(22R,23R)-22,23-Dihydroxy-campest-4-en-3-one",C28H46O3,430.3447,n.a,47205561,80402,n.a.
cpd:C16254,[Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine,C12H20NO4S2R,0,n.a,47205562,80403,n.a.
cpd:C16255,[Dihydrolipoyllysine-residue acetyltransferase] S-acetyldihydrolipoyllysine,C10H18NO2S2R,0,n.a,47205563,80404,n.a.
cpd:C16256,(E)-Cinnamoyl-CoA,C30H42N7O17P3S,897.1571,76109-04-1,47205564,10956,n.a.
cpd:C16257,(R)-Phenyllactyl-CoA,C30H44N7O18P3S,915.1676,n.a,47205565,11010,n.a.
cpd:C16258,Petromyzonol,C24H42O4,394.3083,n.a,47205566,50108,n.a.
cpd:C16259,Petromyzonol 24-sulfate,C24H42O7S,474.2651,n.a,47205567,50109,n.a.
cpd:C16260,Scymnol,C27H48O6,468.3451,6785-34-8,47205568,50106,n.a.
cpd:C16261,5beta-Scymnol sulfate,C27H48O9S,548.3019,n.a,47205569,50107,n.a.
cpd:C16262,"1-Hydro-1,1a-dihydroxy-9-fluorenone",C13H10O3,214.063,n.a,47205570,80405,n.a.
cpd:C16263,"2,3-Dihydroxy-2'-carboxybiphenyl",C13H10O4,230.0579,n.a,47205571,80406,n.a.
cpd:C16264,"2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate",C13H10O6,262.0477,n.a,47205572,80407,n.a.
cpd:C16265,N-Acetylgalactosamine 4-sulfate,C8H15NO9S,301.0468,n.a,47205573,80408,n.a.
cpd:C16266,3-Chloro-2-hydroxymuconic semialdehyde,C6H5ClO4,175.9876,n.a,47205574,80409,n.a.
cpd:C16267,Cyclopropanecarboxylate,C4H6O2,86.0368,1759-53-1,47205575,23500,n.a.
cpd:C16268,Cyclopropanecarboxyl-CoA,C25H40N7O17P3S,835.1414,52530-01-5,47205576,80410,n.a.
cpd:C16269,(+)-epi-Isozizaene,C15H24,204.1878,n.a,47205577,51458,n.a.
cpd:C16270,Rhodopinal,C40H56O2,568.428,n.a,47205578,80411,n.a.
cpd:C16271,Rhodopinal glucoside,C46H66O7,730.4809,n.a,47205579,45365,n.a.
cpd:C16272,3-Hydroxy-5-oxohexanoate,C6H10O4,146.0579,109138-72-9,47205580,37032,n.a.
cpd:C16273,3-Hydroxy-5-oxohexanoyl-CoA,C27H44N7O19P3S,895.1626,n.a,47205581,20052,n.a.
cpd:C16274,"(2S,2'S)-Oscillol",C40H56O4,600.4179,n.a,47205582,80412,n.a.
cpd:C16275,"(2S,2'S)-Oscillol 2,2'-di(alpha-L-fucoside)",C52H76O12,892.5337,n.a,47205583,80413,n.a.
cpd:C16276,epsilon-Carotene,C40H56,536.4382,n.a,47205584,32549,C00022813
cpd:C16277,R.g.-Keto I,C41H58O2,582.4437,n.a,47205585,80414,C00022999
cpd:C16278,R.g.-Keto III,C42H60O4,628.4492,n.a,47205586,80415,C00023065
cpd:C16279,Thiothece-474,C41H58O2,582.4437,n.a,47205587,80416,C00022996
cpd:C16280,Okenone,C41H54O2,578.4124,n.a,47205588,80417,C00022998
cpd:C16281,Thiobenzamide,C7H7NS,137.0299,2227-79-4,47205589,80418,n.a.
cpd:C16282,Caloxanthin,C40H56O3,584.4229,n.a,47205590,80419,C00022906
cpd:C16283,Thiobenzamide S-oxide,C7H7NOS,153.0248,20199-04-6,47205591,80420,n.a.
cpd:C16284,Nostoxanthin,C40H56O4,600.4179,n.a,47205592,80421,C00022921
cpd:C16285,"Thiobenzamide S,S-dioxide",C7H7NO2S,169.0197,n.a,47205593,80422,n.a.
cpd:C16286,Geosmin,C12H22O,182.1671,19700-21-1,47205594,46702,C00013224
cpd:C16287,D-Thevetose,C7H14O5,178.0841,n.a,47205595,80423,n.a.
cpd:C16288,"Pelargonidin 3-O-3'',6''-O-dimalonylglucoside",C27H25O16,605.1143,n.a,47205596,80424,n.a.
cpd:C16289,"Cyanidin 3-O-3'',6''-O-dimalonylglucoside",C27H25O17,621.1092,n.a,47205597,80425,C00006799
cpd:C16290,"Delphinidin 3-O-3'',6''-O-dimalonylglucoside",C27H25O18,637.1041,n.a,47205598,80426,n.a.
cpd:C16291,"7,8-Dihydro-beta-carotene",C40H58,538.4539,n.a,47205599,80427,C00023214
cpd:C16292,Cyanidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C42H47O22,903.2559,n.a,47205600,80428,n.a.
cpd:C16293,Peonidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C43H49O22,917.2715,n.a,47205601,80429,n.a.
cpd:C16294,Delphinidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C42H47O23,919.2508,n.a,47205602,80430,n.a.
cpd:C16295,Petunidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C43H49O23,933.2665,n.a,47205603,80431,n.a.
cpd:C16296,Malvidin-3-(p-coumaroyl)-rutinoside-5-glucoside,C44H51O23,947.2821,n.a,47205604,80432,n.a.
cpd:C16297,Pelargonidin 3-O-(6-caffeoyl-beta-D-glucoside),C30H27O13,595.1452,n.a,47205605,80433,C00006757
cpd:C16298,Cyanidin 5-O-glucoside,C21H21O11,449.1084,n.a,47205606,80434,n.a.
cpd:C16299,Malonylshisonin,C39H39O21,843.1984,n.a,47205607,80435,C00006824
cpd:C16300,Stearidonic acid,C18H28O2,276.2089,20290-75-9,47205608,32389,C00000405
cpd:C16301,Delphinidin 3-O-(6''-O-malonyl)-beta-D-glucoside,C24H23O15,551.1037,n.a,47205609,55334,C00006877
cpd:C16302,Ternatin A1,C96H107O53,2107.5678,n.a,47205610,80436,n.a.
cpd:C16303,Ternatin C5,C36H43O25,875.2093,n.a,47205611,55335,C00014808
cpd:C16304,Delphinidin 3-O-(6''-O-malonyl)-beta-glucoside-3'-O-beta-glucoside,C30H33O20,713.1565,n.a,47205612,55336,n.a.
cpd:C16305,Pelargonidin 3-O-sophoroside,C27H31O15,595.1663,n.a,47205613,80437,C00006636
cpd:C16306,Cyanidin 3-O-sophoroside,C27H31O16,611.1612,n.a,47205614,80438,C00006658
cpd:C16307,Delphinidin 3-O-sophoroside,C27H31O17,627.1561,n.a,47205615,80439,C00006705
cpd:C16308,Traumatic acid,C12H20O4,228.1362,6402-36-4,47205616,545687,n.a.
