annotation	cutoff.trusted	cutoff.noise	type	ec
TIGR01749	238.15	160.1	equivalog	4.2.1.59
TIGR01750	155.15	125.15	equivalog	4.2.1.-
TIGR01751	378.55	236.3	equivalog	1.3.1.85
TIGR01752	146.75	108.1	equivalog	
TIGR01753	123	90.5	equivalog	
TIGR01754	163.8	81.5	equivalog	
TIGR01755	132.5	121.15	equivalog	1.6.5.2
TIGR01756	486.25	486.05	equivalog	1.1.1.27
TIGR01757	598.3	424.3	equivalog	1.1.1.82
TIGR01758	470.4	457.35	equivalog	1.1.1.37
TIGR01759	345.65	234.85	subfamily	1.1.1.-
TIGR01760	28.8	27.5	equivalog_domain	
TIGR01761	188.8	78.4	subfamily	
TIGR01762	226.3	49.7	subfamily	
TIGR01763	351.85	285.55	equivalog	1.1.1.37
TIGR01764	28.8	22.5	domain	
TIGR01765	47.25	19.1	subfamily_domain	
TIGR01766	24.8	21.95	equivalog_domain	
TIGR01767	241.65	64.15	equivalog	2.7.1.100
TIGR01768	113.25	62.9	subfamily	2.5.1.-
TIGR01769	161.55	85.85	equivalog	2.5.1.41
TIGR01770	332.6	196.2	subfamily	
TIGR01771	303.55	281.9	equivalog	1.1.1.27
TIGR01772	273.05	201	equivalog	1.1.1.37
TIGR01773	678.1	491.5	equivalog	
TIGR01774	678.2	464.45	subfamily	
TIGR01776	468.8	308	subfamily	
TIGR01777	207.35	132.75	hypoth_equivalog	
TIGR01778	472.45	213.9	equivalog	
TIGR01779	599.7	295.65	equivalog	
TIGR01780	646.35	499.7	subfamily	1.2.1.-
TIGR01781	294.45	294.4	paralog	
TIGR01782	310	123	subfamily	
TIGR01783	223.5	197.25	subfamily	
TIGR01784	52.1	28.7	subfamily	
TIGR01785	316.85	251.65	subfamily	
TIGR01786	323.75	270.65	subfamily	
TIGR01787	322.7	233.5	subfamily	5.4.-.-
TIGR01788	380.4	213.05	equivalog	4.1.1.15
TIGR01789	215.2	100.4	equivalog	
TIGR01790	209.5	78.95	subfamily	
TIGR01791	66.95	63.75	equivalog_domain	5.4.99.5
TIGR01792	680	212.95	equivalog	3.5.1.5
TIGR01793	619.75	135.75	equivalog	2.3.3.1
TIGR01795	107.55	58.8	equivalog	5.4.99.5
TIGR01796	82	51.3	equivalog	5.4.99.5
TIGR01797	73.7	72.45	equivalog_domain	5.4.99.5
TIGR01798	485.15	465.1	equivalog	2.3.3.1
TIGR01799	95.9	55.9	equivalog_domain	5.4.99.5
TIGR01800	421.3	418.15	subfamily	
TIGR01801	106.35	68.3	equivalog_domain	5.4.99.5
TIGR01802	170.9	89.65	equivalog	5.4.99.5
TIGR01803	73.35	60.35	subfamily	
TIGR01804	668.6	619.95	equivalog	1.2.1.8
TIGR01805	71.2	61.2	equivalog_domain	5.4.99.5
TIGR01806	74.15	53.6	equivalog	5.4.99.5
TIGR01807	69.55	66.45	equivalog_domain	5.4.99.5
TIGR01808	52.15	50.65	equivalog_domain	5.4.99.5
TIGR01809	196	173.4	equivalog_domain	1.1.1.25
TIGR01810	732.1	570.25	equivalog	1.1.99.1
TIGR01811	541.35	452.65	subfamily	1.3.99.1
TIGR01812	567.3	528.3	subfamily	
TIGR01813	285.45	218.75	subfamily	
TIGR01814	246.4	111.75	equivalog	3.7.1.3
TIGR01815	739.15	432.45	equivalog	4.1.3.27
TIGR01816	727.35	717.55	equivalog	
TIGR01817	528.85	421	equivalog	
TIGR01818	558.6	484.6	equivalog	
TIGR01819	257.45	106.75	equivalog	2.7.8.28
TIGR01820	512.05	501.2	equivalog	4.1.3.27
TIGR01821	338.55	334.75	equivalog_domain	2.3.1.37
TIGR01822	493	439.1	equivalog	2.3.1.29
TIGR01823	442.55	433.1	equivalog	2.6.1.85
TIGR01824	408.55	389.3	equivalog	2.6.1.85
TIGR01825	535.4	491.85	subfamily	2.3.1.-
TIGR01826	196	60.75	subfamily	
TIGR01827	52.1	51.7	equivalog	
TIGR01828	843.45	321.25	equivalog	2.7.9.1
TIGR01829	302.1	300.9	subfamily	1.1.1.36
TIGR01830	297.75	291.1	equivalog	1.1.1.100
TIGR01831	338.85	273.9	hypoth_equivalog	
TIGR01832	338.85	284.85	equivalog	1.1.1.125
TIGR01833	286.2	233.65	equivalog	2.3.3.10
TIGR01834	154.95	74.3	subfamily	
TIGR01835	360.35	238.85	equivalog	2.3.3.10
TIGR01836	365.3	174.75	subfamily	
TIGR01837	94.7	40.15	subfamily_domain	
TIGR01838	622.65	532.45	subfamily	
TIGR01839	855.4	469.95	subfamily	
TIGR01840	107.85	74.7	subfamily	3.1.1.-
TIGR01841	30.2	27.25	subfamily_domain	
TIGR01842	510.15	386.6	subfamily	
TIGR01843	208.65	136.75	subfamily	
TIGR01844	225.15	183.8	subfamily	
TIGR01845	210.05	179.6	subfamily	
TIGR01846	725.55	505.7	subfamily	
TIGR01847	15.7	14.75	domain	
TIGR01848	109.45	52.35	equivalog	
TIGR01849	300.75	86.5	subfamily	3.1.1.-
TIGR01850	233.6	171.85	equivalog	1.2.1.38
TIGR01851	229.85	152.2	equivalog	1.2.1.38
TIGR01852	231.05	114.05	equivalog	2.3.1.129
TIGR01853	242.5	112.45	equivalog	2.3.1.191
TIGR01854	190.35	94.55	equivalog	3.6.1.54
TIGR01855	105.4	84.35	equivalog	2.4.2.-
TIGR01856	90.2	38.6	subfamily	
TIGR01857	1057.05	797.8	equivalog	6.3.5.3
TIGR01858	443.55	349.45	equivalog	4.1.2.-
TIGR01859	343.05	338.6	equivalog	4.1.2.13
TIGR01860	823.1	822.85	equivalog	1.18.6.1
TIGR01861	873.8	873.55	equivalog	1.18.6.1
TIGR01862	486.05	414.85	subfamily	1.18.6.1
TIGR01863	218.65	156.95	equivalog	
TIGR01865	149	133.9	equivalog	3.1.-.-
TIGR01866	35	25	equivalog	
TIGR01868	68.95	66.95	equivalog	
TIGR01869	178.05	140.5	exception	
TIGR01870	30.6	29.25	hypoth_equivalog_domain	
TIGR01873	33.15	27.15	equivalog	
TIGR01874	23.05	21.7	exception	
TIGR01875	67.3	43.1	subfamily	
TIGR01876	85	65	exception	
TIGR01877	58.65	31.95	equivalog	3.1.-.-
TIGR01878	53.35	22.85	hypoth_equivalog	
TIGR01879	204	143.85	subfamily	3.5.-.-
TIGR01880	338.6	201.9	subfamily	3.5.1.14
TIGR01881	27.9	26.9	equivalog	
TIGR01882	285.75	212.95	equivalog	3.4.11.-
TIGR01883	274.25	174.05	hypoth_equivalog	
TIGR01884	60.2	42.05	subfamily	
TIGR01885	378.4	352.3	equivalog	2.6.1.13
TIGR01886	632	530.2	equivalog	3.4.13.-
TIGR01887	207.95	192.05	subfamily	3.4.13.-
TIGR01888	100.4	36.2	equivalog	
TIGR01889	62.6	51.75	paralog_domain	
TIGR01890	202.85	174.75	equivalog	2.3.1.1
TIGR01891	153.75	106.2	subfamily	
TIGR01892	297.7	239.8	equivalog	3.5.1.16
TIGR01893	343.75	185.15	subfamily	3.4.13.20
TIGR01894	28.65	19.3	hypoth_equivalog_domain	
TIGR01895	96.7	86.45	exception	
TIGR01896	103.35	88	hypoth_equivalog	
TIGR01897	110	47.2	hypoth_equivalog	
TIGR01898	51.1	36.85	equivalog	
TIGR01899	38.3	28.05	equivalog	
TIGR01900	304.2	199.95	equivalog	3.5.1.18
TIGR01901	29.1	15.05	domain	
TIGR01902	163.1	125.9	subfamily	
TIGR01903	85.5	32.35	equivalog	
TIGR01904	19.05	14.9	paralog_domain	
TIGR01905	25.2	17	subfamily_domain	
TIGR01906	74.8	49.25	hypoth_equivalog	
TIGR01907	45.2	40.5	equivalog	
TIGR01908	19.4	16.85	equivalog_domain	
TIGR01909	47.4	36.55	subfamily	
TIGR01910	217.6	214.7	subfamily	3.4.-.-
TIGR01911	66.35	48.5	subfamily	
TIGR01912	192.6	176.85	equivalog	
TIGR01913	76.95	56.55	equivalog	
TIGR01914	232.5	107.4	exception	
TIGR01915	149.8	86.85	equivalog	
TIGR01916	180.65	130.7	equivalog	6.3.2.31
TIGR01917	602.2	580	equivalog	1.21.4.2
TIGR01918	65.45	37.1	subfamily	
TIGR01919	306.45	235.4	equivalog	5.3.1.16 5.3.1.24
TIGR01920	126.85	124.45	equivalog	2.7.1.71
TIGR01921	180.6	87.8	equivalog	1.4.1.16
TIGR01922	158.35	47.8	equivalog	3.5.4.10
TIGR01923	330.15	313.95	equivalog	6.2.1.26
TIGR01924	155.05	100.1	equivalog	2.7.11.1
TIGR01925	91.75	78.9	equivalog	2.7.11.1
TIGR01926	81.8	55.6	subfamily	
TIGR01927	130.55	98.05	equivalog	4.2.1.113
TIGR01928	200.65	140.35	equivalog	4.2.1.113
TIGR01929	342.7	201.4	equivalog	4.1.3.36
TIGR01930	240.55	180.65	subfamily	2.3.1.16
TIGR01931	668.15	425.1	equivalog	1.8.1.2
TIGR01932	134.4	81	equivalog	
TIGR01933	159.4	133.1	equivalog	
TIGR01934	158.35	112.5	subfamily	2.1.1.-
TIGR01935	123.8	78.35	subfamily	
TIGR01936	321.05	75.55	equivalog	1.6.5.-
TIGR01937	349.9	207.25	equivalog	1.6.5.-
TIGR01938	144	64.5	equivalog	1.6.5.-
TIGR01939	244.85	189.25	equivalog	1.6.5.-
TIGR01940	247.55	205.7	equivalog	1.6.5.-
TIGR01941	295	152.05	equivalog	1.6.5.-
TIGR01942	305.65	202.8	subfamily	2.7.7.19
TIGR01943	229.3	210.3	subfamily	
TIGR01944	68.7	64.05	subfamily	
TIGR01945	245.95	228.85	subfamily	
TIGR01946	207.05	193.4	subfamily	
TIGR01947	102	68.2	subfamily	
TIGR01948	213.4	187.25	subfamily	
TIGR01949	299.45	243.4	hypoth_equivalog	4.2.1.-
TIGR01950	116.9	85.3	equivalog	
TIGR01951	88.35	77.9	equivalog	
TIGR01952	74.35	58.3	hypoth_equivalog	
TIGR01953	253.4	169.1	equivalog_domain	
TIGR01954	48.15	30.25	equivalog_domain	
TIGR01955	144.5	93.25	equivalog	
TIGR01956	103.1	80.1	hypoth_equivalog	
TIGR01957	142.7	136.65	subfamily	
TIGR01958	142.4	137.8	subfamily	
TIGR01959	558.65	537.8	equivalog	1.6.99.5
TIGR01960	588.7	393.5	subfamily	
TIGR01961	122.45	121.35	subfamily	
TIGR01962	459.35	458.35	equivalog_domain	1.6.99.5
TIGR01963	307.05	240.8	subfamily	
TIGR01964	293.7	266.75	subfamily	
TIGR01965	15.5	13.65	repeat	
TIGR01966	141.5	117.35	equivalog	2.7.7.56
TIGR01967	722.75	558.45	equivalog	3.6.4.13
TIGR01968	212.9	200.95	equivalog	
TIGR01969	201.75	196.65	subfamily	
TIGR01970	546.15	400.3	equivalog	3.6.4.-
TIGR01971	113.05	103.55	subfamily	
TIGR01972	263.8	250.6	subfamily	
TIGR01973	470.05	439.55	equivalog	1.6.99.5
TIGR01974	407.5	392	subfamily	1.6.-.-
TIGR01975	331.25	101.8	equivalog	3.4.19.5
TIGR01976	352.35	283.7	hypoth_equivalog	
TIGR01977	377	339	hypoth_equivalog	
TIGR01978	212.8	127.85	equivalog	
TIGR01979	475.1	352.7	subfamily	
TIGR01980	346.4	297.8	equivalog	
TIGR01981	222	215	equivalog	
TIGR01982	487.55	465.35	equivalog	1.14.13.-
TIGR01983	102.95	77.3	equivalog	2.1.1.64
TIGR01984	392.2	355.4	equivalog	1.14.13.-
TIGR01985	99.7	76.65	equivalog	
TIGR01986	329.8	163.05	equivalog	6.3.2.3
TIGR01987	55.8	42.2	subfamily	
TIGR01988	224.65	193.65	subfamily	1.14.13.-
TIGR01989	489.3	353.9	equivalog	1.14.13.-
TIGR01990	189.4	146.1	equivalog	5.4.2.6
TIGR01991	708.55	668.45	equivalog	
TIGR01992	591.95	555.25	equivalog_domain	2.7.1.69
TIGR01993	142.9	81.7	hypoth_equivalog	3.1.3.5
TIGR01994	92.5	79.8	equivalog	
TIGR01995	614.7	606.25	subfamily	2.7.1.69
TIGR01996	559.3	548	equivalog_domain	2.7.1.69
TIGR01997	136.2	133.8	equivalog	
TIGR01998	553.2	510.15	equivalog_domain	2.7.1.69
TIGR01999	192.4	155.9	equivalog_domain	
TIGR02000	273.3	167.9	equivalog	
TIGR02001	47.15	34.75	subfamily	
TIGR02002	591.8	585.35	equivalog_domain	2.7.1.69
TIGR02003	649.85	442.35	hypoth_equivalog_domain	2.7.1.69
TIGR02004	632.2	511.9	hypoth_equivalog_domain	2.7.1.69
TIGR02005	607.3	386.8	subfamily_domain	2.7.1.69
TIGR02006	643.2	621.9	equivalog	2.8.1.7
TIGR02007	132.1	110.7	equivalog	
TIGR02008	81.15	68.05	subfamily	
TIGR02009	153.35	145.85	subfamily	
TIGR02010	207.55	174.35	equivalog	
TIGR02011	150.6	133.3	equivalog	
TIGR02012	325.3	122.35	equivalog	
TIGR02013	801.15	610.1	equivalog	2.7.7.6
TIGR02014	529	330.25	equivalog	1.18.-.-
TIGR02015	425.15	250.15	equivalog	1.18.1.-
TIGR02016	331.2	282.2	equivalog	
TIGR02017	278.75	127.2	equivalog	3.5.1.68
TIGR02018	253.2	159.85	equivalog	
TIGR02019	74.3	28.8	equivalog	
TIGR02020	101.35	101.05	equivalog	4.2.1.-
TIGR02021	158.9	86	equivalog	2.1.1.11
TIGR02022	413.05	213.9	equivalog	3.5.3.13
TIGR02023	343.3	215.7	subfamily	1.3.1.-
TIGR02024	221.25	164.8	equivalog	2.1.2.5
TIGR02025	829	823.75	equivalog	6.6.1.1
TIGR02026	481.35	328.8	equivalog	
TIGR02027	227.8	112.4	equivalog	2.7.7.6
TIGR02028	505.3	418.9	equivalog	
TIGR02029	192.5	120.55	equivalog	1.14.13.81
TIGR02030	466.95	458.15	equivalog	6.6.1.1
TIGR02031	499.55	478.55	equivalog	6.6.1.1
TIGR02032	158.8	149.35	subfamily	1.3.1.-
TIGR02033	393.25	322.65	equivalog	3.5.2.2
TIGR02034	336.1	327.65	subfamily	2.7.7.4
TIGR02035	368.25	159.25	equivalog	4.3.1.18
TIGR02036	352.4	258.45	equivalog	
TIGR02037	416.2	365.8	subfamily	3.4.21.-
TIGR02038	422.95	291.85	equivalog	3.4.21.-
TIGR02039	396.6	213.25	subfamily	2.7.7.4
TIGR02040	275.4	149.05	equivalog	
TIGR02041	756.55	707.5	equivalog	1.8.1.2
TIGR02042	731.5	574.7	equivalog	1.8.7.1
TIGR02043	167.95	121.7	equivalog	
TIGR02044	147.4	116.9	equivalog	
TIGR02045	408.1	404.3	equivalog	2.7.1.146
TIGR02046	96	56.5	subfamily	
TIGR02047	151.45	139.35	equivalog	
TIGR02048	249.05	72.7	equivalog	6.3.2.2
TIGR02049	293.9	206.5	equivalog	6.3.2.2
TIGR02050	176.4	150.95	subfamily	6.3.-.-
TIGR02051	150.85	123.7	equivalog	
TIGR02052	92.55	65.2	equivalog	
TIGR02053	454.45	419.65	equivalog	1.16.1.1
TIGR02054	103.65	69.95	equivalog	
TIGR02055	235.3	232.8	subfamily	1.8.4.10
TIGR02056	436.45	381.25	equivalog	2.5.1.62
TIGR02057	254.2	228.85	equivalog	1.8.4.8
TIGR02058	56.85	27.85	subfamily	
TIGR02059	40.1	35.3	domain	
TIGR02060	135.65	55.15	equivalog	1.8.99.2
TIGR02061	641.75	326	equivalog	1.8.99.2
TIGR02062	641.9	328.55	equivalog	3.1.13.1
TIGR02063	597.85	424.2	equivalog	3.1.-.-
TIGR02064	392.85	222.85	equivalog	1.8.99.3
TIGR02065	318.7	292.55	equivalog	3.1.13.-
TIGR02066	341.5	205.25	equivalog	1.8.99.3
TIGR02067	275.15	190.95	equivalog	3.1.3.15
TIGR02068	730.7	319.25	equivalog	6.3.2.29 6.3.2.30
TIGR02069	126.6	73.3	equivalog	3.4.15.6
TIGR02070	182.65	176.55	equivalog	2.4.2.-
TIGR02071	717.75	425.8	equivalog	
TIGR02072	184.95	134.85	equivalog	2.1.1.-
TIGR02073	494.2	407.25	equivalog	
TIGR02074	508.75	506.7	subfamily	
TIGR02075	243.9	124.7	equivalog	2.7.4.22
TIGR02076	158.05	114.5	hypoth_equivalog	2.7.4.-
TIGR02077	22.95	20.95	equivalog	
TIGR02078	242.4	167.1	subfamily	2.7.2.4
TIGR02079	440.55	373.55	equivalog	4.3.1.19
TIGR02080	504.55	450.65	equivalog	2.5.1.48
TIGR02081	189.5	56.95	equivalog	
TIGR02082	1010.85	486.1	equivalog	2.1.1.13
TIGR02083	610.65	578.95	equivalog	4.2.1.33
TIGR02084	245.85	231.4	equivalog	4.2.1.33
TIGR02085	429.5	204.95	equivalog	2.1.1.189
TIGR02086	410.15	399.05	subfamily	
TIGR02087	108.95	105.85	subfamily	
TIGR02088	409.8	342.85	subfamily	
TIGR02089	470.4	397.35	equivalog	1.1.1.93
TIGR02090	484.75	473.05	subfamily	
TIGR02091	424.9	343.55	equivalog	2.7.7.27
TIGR02092	236.6	231.25	equivalog	2.7.7.27
TIGR02093	552.9	250.4	subfamily	2.4.1.1
TIGR02094	191.7	148.2	subfamily	2.4.1.1
TIGR02095	328.45	219.55	subfamily	2.4.1.21
TIGR02096	97.1	41.75	subfamily	
TIGR02097	38.05	23.1	domain	
TIGR02098	20.9	19.7	domain	
TIGR02099	519.15	386.5	hypoth_equivalog	
TIGR02100	640.9	275.35	equivalog	3.2.1.-
TIGR02101	130.75	95.1	subfamily	
TIGR02102	1042.25	487.75	equivalog_domain	
TIGR02103	697.6	384.05	subfamily_domain	3.2.1.41
TIGR02104	504.5	431.75	equivalog	3.2.1.41
TIGR02105	41.7	28.25	equivalog	
TIGR02106	31.6	22.05	equivalog	
TIGR02107	20	19	equivalog	
TIGR02108	303.55	76.85	equivalog	
TIGR02109	381.35	174.15	equivalog	
TIGR02110	320	275	equivalog	3.4.24.-
TIGR02111	240	70	equivalog	1.3.3.11
TIGR02112	89.55	45.45	equivalog	
TIGR02113	261.4	213.2	equivalog	4.1.1.36
TIGR02114	217.2	116.2	equivalog	6.3.2.5
TIGR02115	26.85	20.55	equivalog	3.6.3.12
TIGR02116	51.8	41.6	equivalog	
TIGR02117	131	69.95	hypoth_equivalog	
TIGR02118	30.5	30.3	subfamily	
TIGR02119	328.05	323.05	equivalog	
TIGR02120	424	395.55	equivalog	
TIGR02121	515.5	260.75	equivalog	
TIGR02122	84.35	69.25	subfamily	
TIGR02123	320.65	250.4	subfamily	
TIGR02124	251.6	148.35	equivalog	
TIGR02125	121.5	73.95	equivalog	
TIGR02126	37	22.8	equivalog	
TIGR02127	110.6	98.1	equivalog	4.1.1.23
TIGR02128	213.9	111.1	equivalog	5.3.1.9
TIGR02129	229.3	149.8	equivalog	5.3.1.16
TIGR02130	294.55	117.15	equivalog	1.17.1.8
TIGR02131	109.3	108.85	equivalog	
TIGR02132	148.4	47.4	equivalog	
TIGR02133	168.2	163.4	hypoth_equivalog	5.3.1.6
TIGR02134	281.95	193.65	equivalog	2.2.1.2
TIGR02135	130.25	119.05	equivalog	
TIGR02136	206.6	148.8	subfamily	
TIGR02137	223.4	77.65	equivalog	3.1.3.3
TIGR02138	196.45	194.4	equivalog	
TIGR02139	246.1	225.6	equivalog	
TIGR02140	329.1	212.2	equivalog	
TIGR02141	182.6	181.85	equivalog	
TIGR02142	285.05	241.1	equivalog	3.6.3.29
TIGR02143	334.65	165.4	equivalog	2.1.1.35
TIGR02144	275.6	201.55	equivalog	
TIGR02145	41.65	21	domain	
TIGR02146	413.55	400.45	hypoth_equivalog	2.3.3.14
TIGR02147	50	40	paralog	
TIGR02148	45	23.05	domain	
TIGR02149	302.4	287.1	subfamily	
TIGR02150	105.8	59.45	equivalog	5.3.3.2
TIGR02151	281.3	153.7	equivalog	5.3.3.2
TIGR02152	299.65	172.4	equivalog	2.7.1.15
TIGR02153	324	258.35	equivalog	6.3.5.-
TIGR02154	296.2	260.85	equivalog	
TIGR02155	646.3	597.5	equivalog	6.2.1.30
TIGR02156	348.2	219.05	hypoth_equivalog	
TIGR02157	85.45	42.5	hypoth_equivalog	
TIGR02158	133.35	79.1	hypoth_equivalog	
TIGR02159	108.15	74.4	equivalog	
TIGR02160	420.8	409.3	hypoth_equivalog	
TIGR02161	310.6	296.05	subfamily	
TIGR02162	478.2	372.15	equivalog	
TIGR02163	213.05	104.7	subfamily	
TIGR02164	1465	1100	equivalog	1.7.2.3
TIGR02165	45	30	equivalog	
TIGR02166	777.7	525.1	subfamily	
TIGR02167	16.6	16.3	repeat	
TIGR02168	567.35	557.95	equivalog	
TIGR02169	729.4	694.65	equivalog	
TIGR02170	87.9	67.1	equivalog	2.1.1.148
TIGR02171	544.35	465.2	paralog	
TIGR02172	228.2	69.05	paralog	
TIGR02173	102.1	77.65	hypoth_equivalog	2.7.4.14
TIGR02174	34.2	30	domain	
TIGR02175	81.1	72.4	subfamily	
TIGR02176	911.35	659.3	equivalog	1.2.7.1
TIGR02177	261.9	258.85	subfamily	
TIGR02178	264.05	199.65	hypoth_equivalog	
TIGR02179	60.05	55.55	subfamily	
TIGR02180	87.25	79.95	equivalog	
TIGR02181	90	82.45	equivalog	
TIGR02182	186.65	134.2	equivalog	
TIGR02183	106.5	68.25	equivalog	
TIGR02184	28.5	20.4	paralog_domain	
TIGR02185	76.45	57.65	subfamily	
TIGR02186	255.25	69.6	hypoth_equivalog	
TIGR02187	161.3	126.3	hypoth_equivalog	
TIGR02188	724.95	684.65	equivalog	6.2.1.1
TIGR02189	93.8	92.8	paralog	
TIGR02190	99.3	82.9	hypoth_equivalog_domain	
TIGR02191	166.25	165.7	equivalog	3.1.26.3
TIGR02192	264.9	109.05	hypoth_equivalog	
TIGR02193	185.3	144	equivalog	2.4.-.-
TIGR02194	85.75	72.05	subfamily	
TIGR02195	134.6	106.95	equivalog	2.4.-.-
TIGR02196	88.55	76.2	hypoth_equivalog	
TIGR02197	274.6	199.7	equivalog	5.1.3.20
TIGR02198	345	116.9	equivalog_domain	2.7.1.-
TIGR02199	181.5	91.55	equivalog_domain	2.7.7.-
TIGR02200	89.5	76.45	hypoth_equivalog	
TIGR02201	170.2	148.85	equivalog	2.4.1.-
TIGR02202	80	40	paralog_domain	
TIGR02203	602	575.55	equivalog	
TIGR02204	780.4	598.1	hypoth_equivalog	
TIGR02205	119.65	95.35	equivalog	
TIGR02206	75	57.95	hypoth_equivalog	
TIGR02207	297.8	248.25	subfamily	2.3.1.-
TIGR02208	336.05	268.6	equivalog	2.3.1.-
TIGR02209	42.45	29.8	equivalog	
TIGR02210	336.7	313.5	equivalog	
TIGR02211	307.75	284.45	equivalog	3.6.3.-
TIGR02212	362.45	242.1	subfamily	
TIGR02213	540.35	485.15	equivalog	
TIGR02214	688	590.65	equivalog	
TIGR02215	39	30.8	hypoth_equivalog	
TIGR02216	56.1	28.15	hypoth_equivalog	
TIGR02217	136.65	29.35	subfamily	
TIGR02218	80.5	53.85	subfamily	
TIGR02219	81.9	62.25	hypoth_equivalog	
TIGR02220	66.65	20.1	hypoth_equivalog_domain	
TIGR02221	76.25	65.3	hypoth_equivalog	
TIGR02222	119.65	94.4	subfamily	
TIGR02223	107.65	65.55	equivalog	
TIGR02224	335.15	316.75	equivalog	
TIGR02225	329.6	326.65	equivalog	
TIGR02226	23.05	21	domain	
TIGR02227	47	43	equivalog	3.4.21.89
TIGR02228	51.85	42.15	equivalog	3.4.21.89
TIGR02229	37.25	27.05	subfamily	
TIGR02230	46.7	31.4	hypoth_equivalog	3.6.3.-
TIGR02231	112.6	82	subfamily	
TIGR02232	20.8	20.6	repeat	
TIGR02234	71.15	23.35	hypoth_equivalog	
TIGR02235	225	155.1	equivalog	2.5.1.-
TIGR02236	361.15	355.6	equivalog	
TIGR02237	172.4	155.4	equivalog	
TIGR02238	447.7	443.55	equivalog	
TIGR02239	478.05	457.1	equivalog	
TIGR02240	250.6	182.5	equivalog	3.1.1.-
TIGR02241	62.4	31.7	subfamily	
TIGR02242	51.85	33.45	domain	
TIGR02243	155.8	88.05	equivalog	
TIGR02244	237.15	118.4	subfamily	
TIGR02245	192.25	130.25	hypoth_equivalog	
TIGR02246	33.95	27.6	subfamily	
TIGR02247	125.4	69.85	subfamily_domain	
TIGR02248	229.9	50.1	equivalog	
TIGR02249	265	260	subfamily	
TIGR02250	135.25	102.3	subfamily_domain	3.1.3.16
TIGR02251	139.15	101.65	subfamily_domain	
TIGR02252	155.2	120.15	subfamily	
TIGR02253	169.75	148.7	subfamily	
TIGR02254	159.9	152.1	equivalog	3.1.3.5
TIGR02256	127.6	34.55	hypoth_equivalog	
TIGR02257	822.05	622.05	equivalog	6.6.1.2
TIGR02258	65.7	47.3	equivalog	6.5.1.-
TIGR02259	578	168.45	equivalog	1.3.7.8
TIGR02260	486.55	179.8	equivalog	1.3.7.8
TIGR02261	312.85	131.05	equivalog	1.3.7.8
TIGR02262	375.25	362.25	subfamily	
TIGR02263	421.15	141.8	equivalog	1.3.7.8
TIGR02264	100.15	99.8	paralog	
TIGR02265	25	20	subfamily	
TIGR02266	68.7	54.3	paralog_domain	
TIGR02267	60	40	domain	
TIGR02268	76.15	62.75	paralog	
TIGR02269	85.75	85.45	paralog	
TIGR02270	206.8	91.7	subfamily	
TIGR02271	49.75	26.15	domain	
TIGR02272	442.1	225.95	equivalog	1.13.11.4
TIGR02273	66.2	60.55	equivalog	
TIGR02274	92.8	52.7	equivalog	3.5.4.13
TIGR02275	723.55	373.45	equivalog	2.7.7.58
TIGR02276	27.85	20.5	repeat	
TIGR02277	264.55	216.8	equivalog	
TIGR02278	562.8	232.25	equivalog	
TIGR02279	669.4	593.65	equivalog	1.1.1.-
TIGR02280	345.15	303.4	equivalog	4.2.1.17
TIGR02281	57.95	40.45	subfamily	3.4.23.-
TIGR02282	281.4	222.4	equivalog	2.4.-.-
TIGR02283	248.45	198.2	subfamily	2.4.-.-
TIGR02284	44.8	29.3	subfamily	
TIGR02285	143.3	38.75	subfamily	
TIGR02286	118.9	77	equivalog	
TIGR02287	319.6	304.75	equivalog	
TIGR02288	578.75	271.8	equivalog	
TIGR02289	442.35	184.15	subfamily	3.4.24.-
TIGR02290	561.7	410.4	subfamily	3.4.24.-
TIGR02291	314.2	160.1	hypoth_equivalog	
TIGR02292	33.8	33.5	subfamily	
TIGR02293	57	38.25	hypoth_equivalog	
TIGR02294	393	282.2	equivalog	
TIGR02295	321.4	264.7	equivalog	1.13.11.15
TIGR02296	205.95	178.9	equivalog	1.14.14.9
TIGR02297	274.65	197.3	equivalog	
TIGR02298	315.95	127.9	equivalog	1.13.11.15
TIGR02299	638.35	593.45	equivalog	1.2.1.60
TIGR02300	41.65	35.7	hypoth_equivalog	
TIGR02301	42.55	41.25	hypoth_equivalog	
TIGR02302	394.3	187.25	hypoth_equivalog	
TIGR02303	276.4	242.8	equivalog_domain	4.1.1.68 5.3.3.10
TIGR02304	251.9	110.7	hypoth_equivalog	
TIGR02305	228.65	203.25	equivalog_domain	4.1.1.68 5.3.3.10
TIGR02306	151.15	49.3	equivalog	6.5.1.3
TIGR02307	197.15	62.35	equivalog	6.5.1.3
TIGR02308	242.25	74.9	equivalog	6.5.1.3
TIGR02309	480.2	332.7	equivalog	1.14.14.9
TIGR02310	885.2	741.3	equivalog	1.14.14.9
TIGR02311	368.8	360.35	equivalog	4.1.2.-
TIGR02312	351.5	311.45	equivalog	4.2.-.-
TIGR02313	396.7	370.9	exception	4.1.2.-
TIGR02314	499.7	424.85	equivalog	3.6.3.-
TIGR02315	266.1	251.85	equivalog	3.6.3.28
TIGR02316	827.4	760.8	equivalog	6.2.1.17
TIGR02317	354.4	318.8	equivalog	4.1.3.30
TIGR02318	390.55	113.95	equivalog	
TIGR02319	420.05	255.2	equivalog	2.7.8.23
TIGR02320	319.55	284.5	equivalog	5.4.2.9
TIGR02321	374.4	258.45	equivalog	3.11.1.3
TIGR02322	156	73.35	equivalog	
TIGR02323	302.85	158.5	equivalog	
